"County","Race","Candidate","Party","Votes","PercentageOfTotalVotes","JurisdictionName"
"Snohomish","STANWOOD-CAMANO SCHOOL DISTRICT NO. 401 Proposition No. 1","No"," ","2417","49.6814","School"
"Snohomish","SULTAN SCHOOL DISTRICT NO. 311 Proposition No. 1","Levy Yes"," ","1896","53.8025","School"
"Snohomish","SULTAN SCHOOL DISTRICT NO. 311 Proposition No. 1","Levy No"," ","1628","46.1975","School"
"Snohomish","SULTAN SCHOOL DISTRICT NO. 311 Proposition No. 2","Levy Yes"," ","1881","53.2861","School"
"Snohomish","SULTAN SCHOOL DISTRICT NO. 311 Proposition No. 2","Levy No"," ","1649","46.7139","School"
"Spokane","CITY OF SPOKANE City of Spokane Prop No 1","Yes"," ","21398","55.2206","City/Town"
"Spokane","CITY OF SPOKANE City of Spokane Prop No 1","No"," ","17352","44.7794","City/Town"
"Thurston","City of Olympia Proposition No. 1  Sales and Use Tax","Yes"," ","7266","58.0815","City/Town"
"Thurston","City of Olympia Proposition No. 1  Sales and Use Tax","No"," ","5244","41.9185","City/Town"
"Yakima","GRANDVIEW SCHOOL DISTRICT NO. 200 Proposition No. 1","Yes"," ","1045","62.8382","School"
"Yakima","GRANDVIEW SCHOOL DISTRICT NO. 200 Proposition No. 1","No"," ","618","37.1618","School"
"Yakima","WAHLUKE SCHOOL DISTRICT NO. 73 Proposition No. 1","LEVY YES"," ","0","0","School"
"Yakima","WAHLUKE SCHOOL DISTRICT NO. 73 Proposition No. 1","LEVY NO"," ","0","0","School"
