"County","Race","Candidate","Party","Votes","PercentageOfTotalVotes","JurisdictionName"
"Franklin","Washington State Commissioner of Public Lands","WRITE-IN"," ","27","0.1533","State Executive"
"Franklin","Washington State Superintendent of Public Instruction","Ron Higgins"," ","5135","30.754","State Executive"
"Franklin","Washington State Superintendent of Public Instruction","Maia Espinoza"," ","5147","30.8259","State Executive"
"Franklin","Washington State Superintendent of Public Instruction","Stan Lippmann"," ","513","3.0724","State Executive"
"Franklin","Washington State Superintendent of Public Instruction","David Spring"," ","976","5.8454","State Executive"
"Franklin","Washington State Superintendent of Public Instruction","Dennis Wick"," ","1263","7.5642","State Executive"
"Franklin","Washington State Superintendent of Public Instruction","Chris Reykdal"," ","3610","21.6207","State Executive"
"Franklin","Washington State Superintendent of Public Instruction","WRITE-IN"," ","53","0.3174","State Executive"
"Franklin","Washington State Insurance Commissioner","Anthony Welti","(Prefers Libertarian Party)","2731","15.3246","State Executive"
"Franklin","Washington State Insurance Commissioner","Chirayu Avinash Patel","(Prefers Republican Party)","8630","48.426","State Executive"
"Franklin","Washington State Insurance Commissioner","Mike Kreidler","(Prefers Democratic Party)","6429","36.0754","State Executive"
"Franklin","Washington State Insurance Commissioner","WRITE-IN"," ","31","0.174","State Executive"
"Franklin","Legislative District 9 State Senator","Jenn Goulet","(Prefers Democratic Party)","4117","29.6742","Legislative"
"Franklin","Legislative District 9 State Senator","Mark G. Schoesler","(Prefers GOP Party)","9731","70.1384","Legislative"
"Franklin","Legislative District 9 State Senator","WRITE-IN"," ","26","0.1874","Legislative"
"Franklin","Legislative District 9 State Representative Pos. 1","Brett Borden","(Prefers Libertarian Party)","2785","20.5429","Legislative"
"Franklin","Legislative District 9 State Representative Pos. 1","Mary Dye","(Prefers Republican Party)","10664","78.6605","Legislative"
"Franklin","Legislative District 9 State Representative Pos. 1","WRITE-IN"," ","108","0.7966","Legislative"
"Franklin","Legislative District 9 State Representative Pos. 2","Joe Schmick","(Prefers GOP Party)","10634","96.8753","Legislative"
"Franklin","Legislative District 9 State Representative Pos. 2","WRITE-IN"," ","343","3.1247","Legislative"
"Franklin","Legislative District 16 State Senator","Perry Dozier","(Prefers Republican Party)","868","22.1429","Legislative"
"Franklin","Legislative District 16 State Senator","Danielle Garbe Reser","(Prefers Democratic Party)","1862","47.5","Legislative"
"Franklin","Legislative District 16 State Senator","William &quot;Bill&quot; Jenkin","(Prefers Republican Party)","1184","30.2041","Legislative"
"Franklin","Legislative District 16 State Senator","WRITE-IN"," ","6","0.1531","Legislative"
"Franklin","Legislative District 16 State Representative Pos. 1","Frances Chvatal","(Prefers Democratic Party)","1845","47.3684","Legislative"
"Franklin","Legislative District 16 State Representative Pos. 1","Mark Klicker","(Prefers Republican Party)","2046","52.5289","Legislative"
"Franklin","Legislative District 16 State Representative Pos. 1","WRITE-IN"," ","4","0.1027","Legislative"
"Franklin","Legislative District 16 State Representative Pos. 2","Skyler Rude","(Prefers Republican Party)","2043","53.0512","Legislative"
"Franklin","Legislative District 16 State Representative Pos. 2","Carly Coburn","(Prefers Democratic Party)","1804","46.845","Legislative"
"Franklin","Legislative District 16 State Representative Pos. 2","WRITE-IN"," ","4","0.1039","Legislative"
"Franklin","County Commission District 1 Commissioner District 1","Kim Lehrman","(Prefers Democrat Party)","2149","33.2354","Commissioner"
"Franklin","County Commission District 1 Commissioner District 1","Brad Peck","(Prefers Republican Party)","2231","34.5036","Commissioner"
"Franklin","County Commission District 1 Commissioner District 1","Matt Beaton","(Prefers Republican Party)","2079","32.1528","Commissioner"
"Franklin","County Commission District 1 Commissioner District 1","WRITE-IN"," ","7","0.1083","Commissioner"
"Franklin","County Commission District 2 Commissioner District 2","Rocky Mullen","(Prefers Republican Party)","1061","42.2541","Commissioner"
"Franklin","County Commission District 2 Commissioner District 2","Cliff MacHugh","(Prefers Republican Party)","199","7.9251","Commissioner"
"Franklin","County Commission District 2 Commissioner District 2","Ana Ruiz Peralta","(Prefers Democratic Party)","1003","39.9442","Commissioner"
"Franklin","County Commission District 2 Commissioner District 2","Terry Ryan Cissne","(Prefers Republican Party)","246","9.7969","Commissioner"
"Franklin","County Commission District 2 Commissioner District 2","WRITE-IN"," ","2","0.0796","Commissioner"
"Franklin","Benton, Franklin Superior Court Judge Position 1","Talesha &quot;Tali&quot; Sams"," ","1436","8.3054","Judicial"
"Franklin","Benton, Franklin Superior Court Judge Position 1","Shelley A. Ajax"," ","1831","10.5899","Judicial"
"Franklin","Benton, Franklin Superior Court Judge Position 1","Bronson J. Brown"," ","2810","16.2522","Judicial"
"Franklin","Benton, Franklin Superior Court Judge Position 1","Dave Petersen"," ","3775","21.8334","Judicial"
"Franklin","Benton, Franklin Superior Court Judge Position 1","Sharon Brown"," ","2639","15.2632","Judicial"
"Franklin","Benton, Franklin Superior Court Judge Position 1","Shawn P. Sant"," ","4763","27.5477","Judicial"
"Franklin","Benton, Franklin Superior Court Judge Position 1","WRITE-IN"," ","36","0.2082","Judicial"
"Franklin","PUD DISTRICT 2 Commissioner #2","Bill Gordon","(States No Party Preference)","3290","62.6547","Public Utility"
"Franklin","PUD DISTRICT 2 Commissioner #2","Curtis DeWoody","(States No Party Preference)","531","10.1124","Public Utility"
"Franklin","PUD DISTRICT 2 Commissioner #2","Casey Cochrane","(States No Party Preference)","1410","26.852","Public Utility"
"Franklin","PUD DISTRICT 2 Commissioner #2","WRITE-IN"," ","20","0.3809","Public Utility"
"Franklin","Pct 032 Precinct Committee Officer - Democratic","Gary Chapton"," ","61","29.0476","PCO"
"Franklin","Pct 032 Precinct Committee Officer - Democratic","Kendra Palomarez"," ","149","70.9524","PCO"
"Franklin","Pct 042 Precinct Committee Officer - Republican","Marianna Polyukh"," ","39","28.4672","PCO"
"Franklin","Pct 042 Precinct Committee Officer - Republican","Jimmie Winter"," ","98","71.5328","PCO"
"Franklin","Pct 049 Precinct Committee Officer - Republican","Michelle M. Andres"," ","44","19.7309","PCO"
"Franklin","Pct 049 Precinct Committee Officer - Republican","Matt Beaton"," ","179","80.2691","PCO"
"Franklin","Pct 053 Precinct Committee Officer - Republican","Daniel Hatch"," ","94","63.0872","PCO"
"Franklin","Pct 053 Precinct Committee Officer - Republican","Patrick Guettner"," ","55","36.9128","PCO"
"Franklin","Pct 057 Precinct Committee Officer - Republican","Brad Peck"," ","96","49.7409","PCO"
"Franklin","Pct 057 Precinct Committee Officer - Republican","David G. Milne"," ","97","50.2591","PCO"
"Franklin","Pct 073 Precinct Committee Officer - Republican","Bob Bass"," ","205","61.9335","PCO"
"Franklin","Pct 073 Precinct Committee Officer - Republican","Larry Curtright"," ","126","38.0665","PCO"
"Franklin","Pct 080 Precinct Committee Officer - Republican","Marcus Conner"," ","98","58.3333","PCO"
"Franklin","Pct 080 Precinct Committee Officer - Republican","John Logue"," ","70","41.6667","PCO"
"Franklin","Pct 082 Precinct Committee Officer - Republican","Lared Whitby"," ","38","41.7582","PCO"
"Franklin","Pct 082 Precinct Committee Officer - Republican","Brock Wells"," ","53","58.2418","PCO"
"Franklin","Pct 102 Precinct Committee Officer - Democratic","Pamela J Gaudet"," ","23","33.3333","PCO"
"Franklin","Pct 102 Precinct Committee Officer - Democratic","Julie Ann Campos"," ","46","66.6667","PCO"
"Garfield","Congressional District 5 U.S. Representative","Chris Armitage","(Prefers Democratic Party)","68","6.4455","Congressional"
"Garfield","Congressional District 5 U.S. Representative","Brendan O'Regan","(Prefers Independent Party)","14","1.327","Congressional"
"Garfield","Congressional District 5 U.S. Representative","Stephen T. Major","(Prefers Republican Party)","94","8.91","Congressional"
"Garfield","Congressional District 5 U.S. Representative","Dave Wilson","(Prefers Democratic Party)","98","9.2891","Congressional"
"Garfield","Congressional District 5 U.S. Representative","Cathy McMorris Rodgers","(Prefers Republican Party)","777","73.6493","Congressional"
"Garfield","Congressional District 5 U.S. Representative","WRITE-IN"," ","4","0.3791","Congressional"
"Garfield","Washington State Governor","Alex Tsimerman","(Prefers StandupAmerica Party)","1","0.0951","State Executive"
"Garfield","Washington State Governor","Phil Fortunato","(Prefers Republican Party)","40","3.8023","State Executive"
"Garfield","Washington State Governor","Ryan Ryals","(Prefers Unaffiliated Party)","0","0","State Executive"
"Garfield","Washington State Governor","Leon Aaron Lawson","(Prefers Trump Republican Party)","21","1.9962","State Executive"
"Garfield","Washington State Governor","Henry Clay Dennison","(Prefers Socialist Workers Party)","2","0.1901","State Executive"
"Garfield","Washington State Governor","Tim Eyman","(Prefers Republican Party)","48","4.5627","State Executive"
"Garfield","Washington State Governor","Liz Hallock","(Prefers Green Party)","6","0.5703","State Executive"
"Garfield","Washington State Governor","Goodspaceguy","(Prefers Trump Republican Party)","5","0.4753","State Executive"
"Garfield","Washington State Governor","Omari Tahir Garrett","(Prefers Democrat Party)","2","0.1901","State Executive"
"Garfield","Washington State Governor","Don L. Rivers","(Prefers Democratic Party)","9","0.8555","State Executive"
"Garfield","Washington State Governor","Martin L. 'Iceman' Wheeler","(Prefers Republican Party)","5","0.4753","State Executive"
"Garfield","Washington State Governor","Raul Garcia","(Prefers Republican Party)","291","27.6616","State Executive"
"Garfield","Washington State Governor","Tylor Grow","(Prefers Republican Party)","5","0.4753","State Executive"
"Garfield","Washington State Governor","Winston Wilkes","(Prefers Propertarianist Party)","0","0","State Executive"
"Garfield","Washington State Governor","Brian R. Weed","(States No Party Preference)","1","0.0951","State Executive"
"Garfield","Washington State Governor","Thor Amundson","(Prefers Independent Party)","1","0.0951","State Executive"
"Garfield","Washington State Governor","Gene Hart","(Prefers Democratic Party)","5","0.4753","State Executive"
"Garfield","Washington State Governor","William (Bill) Miller","(Prefers American Patriot Party)","4","0.3802","State Executive"
"Garfield","Washington State Governor","Matthew Murray","(Prefers Republican Party)","9","0.8555","State Executive"
"Garfield","Washington State Governor","Dylan B. Nails","(Prefers Independent Party)","1","0.0951","State Executive"
"Garfield","Washington State Governor","Cameron M. Vessey","(States No Party Preference)","0","0","State Executive"
"Garfield","Washington State Governor","David W. Blomstrom","(Prefers Fifth Republic Party)","1","0.0951","State Executive"
"Garfield","Washington State Governor","Anton Sakharov","(Prefers Trump Republican Party)","4","0.3802","State Executive"
"Garfield","Washington State Governor","Craig Campbell","(States No Party Preference)","1","0.0951","State Executive"
"Garfield","Washington State Governor","Nate Herzog","(Prefers Pre2016 Republican Party)","0","0","State Executive"
"Garfield","Washington State Governor","Cregan M. Newhouse","(States No Party Preference)","0","0","State Executive"
"Garfield","Washington State Governor","Ian Gonzales","(Prefers Republican Party)","4","0.3802","State Executive"
"Garfield","Washington State Governor","Cairo D'Almeida","(Prefers Democratic Party)","1","0.0951","State Executive"
"Garfield","Washington State Governor","Elaina J. Gonzalez","(Prefers Independent Party)","3","0.2852","State Executive"
"Garfield","Washington State Governor","Jay Inslee","(Prefers Democratic Party)","185","17.5856","State Executive"
"Garfield","Washington State Governor","Joshua Freed","(Prefers Republican Party)","111","10.5513","State Executive"
"Garfield","Washington State Governor","David Voltz","(Prefers Cascadia Labour Party)","0","0","State Executive"
"Garfield","Washington State Governor","Joshua Wolf","(Prefers New-Liberty Party)","0","0","State Executive"
"Garfield","Washington State Governor","Loren Culp","(Prefers Republican Party)","266","25.2852","State Executive"
"Garfield","Washington State Governor","Richard L. Carpenter","(Prefers Republican Party)","13","1.2357","State Executive"
"Garfield","Washington State Governor","Bill Hirt","(Prefers Republican Party)","5","0.4753","State Executive"
"Garfield","Washington State Governor","WRITE-IN"," ","2","0.1901","State Executive"
"Garfield","Washington State Lt. Governor","Joseph Brumbles","(Prefers Republican Party)","110","12.3874","State Executive"
"Garfield","Washington State Lt. Governor","Jared Frerichs","(Prefers Libertarian Party)","6","0.6757","State Executive"
"Garfield","Washington State Lt. Governor","Ann Davison Sattler","(Prefers Republican Party)","190","21.3964","State Executive"
"Garfield","Washington State Lt. Governor","James R. Rafferty","(Prefers Democratic Party)","37","4.1667","State Executive"
"Garfield","Washington State Lt. Governor","Marko Liias","(Prefers Democratic Party)","38","4.2793","State Executive"
"Garfield","Washington State Lt. Governor","Matt Seymour","(Prefers Libertarian Party)","21","2.3649","State Executive"
"Garfield","Washington State Lt. Governor","Michelle Jasmer","(Prefers Democratic Party)","53","5.9685","State Executive"
"Garfield","Washington State Lt. Governor","Bill Penor","(Prefers Republican Party)","61","6.8694","State Executive"
"Garfield","Washington State Lt. Governor","Richard (Dick) Muri","(Prefers Republican Party)","120","13.5135","State Executive"
"Garfield","Washington State Lt. Governor","Denny Heck","(Prefers Democratic Party)","67","7.545","State Executive"
"Garfield","Washington State Lt. Governor","Marty McClendon","(Prefers Republican Party)","179","20.1577","State Executive"
"Garfield","Washington State Lt. Governor","WRITE-IN"," ","6","0.6757","State Executive"
"Garfield","Washington State Secretary of State","Ed Minger","(Prefers Independent Party)","34","3.4413","State Executive"
"Garfield","Washington State Secretary of State","Gentry Lange","(Prefers Progressive Party)","11","1.1134","State Executive"
"Garfield","Washington State Secretary of State","Kim Wyman","(Prefers Republican Party)","778","78.7449","State Executive"
"Garfield","Washington State Secretary of State","Gael Tarleton","(Prefers Democratic Party)","163","16.498","State Executive"
"Garfield","Washington State Secretary of State","WRITE-IN"," ","2","0.2024","State Executive"
"Garfield","Washington State State Treasurer","Duane A. Davidson","(Prefers Republican Party)","774","79.5478","State Executive"
"Garfield","Washington State State Treasurer","Mike Pellicciotti","(Prefers Democratic Party)","197","20.2467","State Executive"
"Garfield","Washington State State Treasurer","WRITE-IN"," ","2","0.2055","State Executive"
"Garfield","Washington State State Auditor","Joshua Casey","(Prefers Democratic Party)","59","6.1394","State Executive"
"Garfield","Washington State State Auditor","Chris Leyba","(Prefers Republican Party)","724","75.3382","State Executive"
"Garfield","Washington State State Auditor","Pat (Patrice) McCarthy","(Prefers Democratic Party)","176","18.3143","State Executive"
"Garfield","Washington State State Auditor","WRITE-IN"," ","2","0.2081","State Executive"
"Garfield","Washington State Attorney General","Matt Larkin","(Prefers Republican Party)","284","29.8006","State Executive"
"Garfield","Washington State Attorney General","Mike Vaska","(Prefers GOP Party)","110","11.5425","State Executive"
"Garfield","Washington State Attorney General","Brett Rogers","(Prefers Republican Party)","328","34.4176","State Executive"
"Garfield","Washington State Attorney General","Bob Ferguson","(Prefers Democratic Party)","228","23.9244","State Executive"
"Garfield","Washington State Attorney General","WRITE-IN"," ","3","0.3148","State Executive"
"Garfield","Washington State Commissioner of Public Lands","Cameron Whitney","(Prefers Republican Party)","199","22.3596","State Executive"
"Garfield","Washington State Commissioner of Public Lands","Steve Sharon","(Prefers Republican Party)","182","20.4494","State Executive"
"Garfield","Washington State Commissioner of Public Lands","Hilary Franz","(Prefers Democratic Party)","170","19.1011","State Executive"
"Garfield","Washington State Commissioner of Public Lands","Kelsey Reyes","(Prefers Libertarian Party)","32","3.5955","State Executive"
"Garfield","Washington State Commissioner of Public Lands","Maryam Abasbarzy","(Prefers Republican Party)","17","1.9101","State Executive"
"Garfield","Washington State Commissioner of Public Lands","Sue Kuehl Pederson","(Prefers Republican Party)","247","27.7528","State Executive"
"Garfield","Washington State Commissioner of Public Lands","Frank Wallbrown","(Prefers Democratic Party)","39","4.382","State Executive"
"Garfield","Washington State Commissioner of Public Lands","WRITE-IN"," ","4","0.4494","State Executive"
"Garfield","Washington State Superintendent of Public Instruction","Ron Higgins"," ","189","23.5955","State Executive"
"Garfield","Washington State Superintendent of Public Instruction","Maia Espinoza"," ","243","30.3371","State Executive"
"Garfield","Washington State Superintendent of Public Instruction","Stan Lippmann"," ","26","3.2459","State Executive"
"Garfield","Washington State Superintendent of Public Instruction","David Spring"," ","53","6.6167","State Executive"
"Garfield","Washington State Superintendent of Public Instruction","Dennis Wick"," ","70","8.7391","State Executive"
"Garfield","Washington State Superintendent of Public Instruction","Chris Reykdal"," ","215","26.8414","State Executive"
"Garfield","Washington State Superintendent of Public Instruction","WRITE-IN"," ","5","0.6242","State Executive"
"Garfield","Washington State Insurance Commissioner","Anthony Welti","(Prefers Libertarian Party)","81","8.5533","State Executive"
"Garfield","Washington State Insurance Commissioner","Chirayu Avinash Patel","(Prefers Republican Party)","596","62.9356","State Executive"
"Garfield","Washington State Insurance Commissioner","Mike Kreidler","(Prefers Democratic Party)","266","28.0887","State Executive"
"Garfield","Washington State Insurance Commissioner","WRITE-IN"," ","4","0.4224","State Executive"
"Garfield","Legislative District 9 State Senator","Jenn Goulet","(Prefers Democratic Party)","200","19.7239","Legislative"
"Garfield","Legislative District 9 State Senator","Mark G. Schoesler","(Prefers GOP Party)","805","79.3886","Legislative"
"Garfield","Legislative District 9 State Senator","WRITE-IN"," ","9","0.8876","Legislative"
"Garfield","Legislative District 9 State Representative Pos. 1","Brett Borden","(Prefers Libertarian Party)","125","12.1007","Legislative"
"Garfield","Legislative District 9 State Representative Pos. 1","Mary Dye","(Prefers Republican Party)","900","87.1249","Legislative"
"Garfield","Legislative District 9 State Representative Pos. 1","WRITE-IN"," ","8","0.7744","Legislative"
"Garfield","Legislative District 9 State Representative Pos. 2","Joe Schmick","(Prefers GOP Party)","861","97.7299","Legislative"
"Garfield","Legislative District 9 State Representative Pos. 2","WRITE-IN"," ","20","2.2701","Legislative"
"Garfield","COMMISSIONER DISTRICT 1 COUNTY COMMISSIONER 1","Vonni (Vonda) Mulrony","(Prefers Republican Party)","81","23.8938","Commissioner"
"Garfield","COMMISSIONER DISTRICT 1 COUNTY COMMISSIONER 1","P. Ernest Kimble","(Prefers Republican Party)","58","17.1091","Commissioner"
"Garfield","COMMISSIONER DISTRICT 1 COUNTY COMMISSIONER 1","Jim Nelson","(Prefers Republican Party)","199","58.7021","Commissioner"
"Garfield","COMMISSIONER DISTRICT 1 COUNTY COMMISSIONER 1","WRITE-IN"," ","1","0.295","Commissioner"
"Garfield","COMMISSIONER DISTRICT 2 COUNTY COMMISSIONER 2","Wynne McCabe","(Prefers States No Party Preference Party)","125","29.5508","Commissioner"
"Garfield","COMMISSIONER DISTRICT 2 COUNTY COMMISSIONER 2","Larry Ledgerwood","(Prefers States No Party Preference Party)","295","69.74","Commissioner"
"Garfield","COMMISSIONER DISTRICT 2 COUNTY COMMISSIONER 2","WRITE-IN"," ","3","0.7092","Commissioner"
"Garfield","Asotin, Columbia, Garfield Superior Court Judge Position 1","Brooke J. Burns"," ","417","41.2055","Judicial"
"Garfield","Asotin, Columbia, Garfield Superior Court Judge Position 1","G. Scott Marinella"," ","525","51.8775","Judicial"
"Garfield","Asotin, Columbia, Garfield Superior Court Judge Position 1","R. Victor Bottomly"," ","66","6.5217","Judicial"
"Garfield","Asotin, Columbia, Garfield Superior Court Judge Position 1","WRITE-IN"," ","4","0.3953","Judicial"
"Grant","Congressional District 4 U.S. Representative","Ryan Cooper","(Prefers Libertarian Party)","599","2.6913","Congressional"
"Grant","Congressional District 4 U.S. Representative","Tracy &quot;Justice&quot; Wright","(Prefers Republican Party)","1113","5.0007","Congressional"
"Grant","Congressional District 4 U.S. Representative","Douglas E. McKinley","(Prefers Democratic Party)","4266","19.167","Congressional"
"Grant","Congressional District 4 U.S. Representative","Evan Jones","(Prefers Independent Party)","516","2.3184","Congressional"
"Grant","Congressional District 4 U.S. Representative","Sarena Sloot","(Prefers Republican Party)","1061","4.767","Congressional"
"Grant","Congressional District 4 U.S. Representative","Dan Newhouse","(Prefers Republican Party)","14679","65.9523","Congressional"
"Grant","Congressional District 4 U.S. Representative","WRITE-IN"," ","23","0.1033","Congressional"
"Grant","Washington State Governor","Alex Tsimerman","(Prefers StandupAmerica Party)","18","0.079","State Executive"
"Grant","Washington State Governor","Phil Fortunato","(Prefers Republican Party)","1152","5.0537","State Executive"
"Grant","Washington State Governor","Ryan Ryals","(Prefers Unaffiliated Party)","32","0.1404","State Executive"
"Grant","Washington State Governor","Leon Aaron Lawson","(Prefers Trump Republican Party)","315","1.3819","State Executive"
"Grant","Washington State Governor","Henry Clay Dennison","(Prefers Socialist Workers Party)","13","0.057","State Executive"
"Grant","Washington State Governor","Tim Eyman","(Prefers Republican Party)","1573","6.9006","State Executive"
"Grant","Washington State Governor","Liz Hallock","(Prefers Green Party)","77","0.3378","State Executive"
"Grant","Washington State Governor","Goodspaceguy","(Prefers Trump Republican Party)","59","0.2588","State Executive"
"Grant","Washington State Governor","Omari Tahir Garrett","(Prefers Democrat Party)","86","0.3773","State Executive"
"Grant","Washington State Governor","Don L. Rivers","(Prefers Democratic Party)","208","0.9125","State Executive"
"Grant","Washington State Governor","Martin L. 'Iceman' Wheeler","(Prefers Republican Party)","41","0.1799","State Executive"
"Grant","Washington State Governor","Raul Garcia","(Prefers Republican Party)","2886","12.6607","State Executive"
"Grant","Washington State Governor","Tylor Grow","(Prefers Republican Party)","23","0.1009","State Executive"
"Grant","Washington State Governor","Winston Wilkes","(Prefers Propertarianist Party)","2","0.0088","State Executive"
"Grant","Washington State Governor","Brian R. Weed","(States No Party Preference)","22","0.0965","State Executive"
"Grant","Washington State Governor","Thor Amundson","(Prefers Independent Party)","38","0.1667","State Executive"
"Grant","Washington State Governor","Gene Hart","(Prefers Democratic Party)","114","0.5001","State Executive"
"Grant","Washington State Governor","William (Bill) Miller","(Prefers American Patriot Party)","22","0.0965","State Executive"
"Grant","Washington State Governor","Matthew Murray","(Prefers Republican Party)","73","0.3202","State Executive"
"Grant","Washington State Governor","Dylan B. Nails","(Prefers Independent Party)","18","0.079","State Executive"
"Grant","Washington State Governor","Cameron M. Vessey","(States No Party Preference)","10","0.0439","State Executive"
"Grant","Washington State Governor","David W. Blomstrom","(Prefers Fifth Republic Party)","5","0.0219","State Executive"
"Grant","Washington State Governor","Anton Sakharov","(Prefers Trump Republican Party)","108","0.4738","State Executive"
"Grant","Washington State Governor","Craig Campbell","(States No Party Preference)","14","0.0614","State Executive"
"Grant","Washington State Governor","Nate Herzog","(Prefers Pre2016 Republican Party)","60","0.2632","State Executive"
"Grant","Washington State Governor","Cregan M. Newhouse","(States No Party Preference)","47","0.2062","State Executive"
"Grant","Washington State Governor","Ian Gonzales","(Prefers Republican Party)","32","0.1404","State Executive"
"Grant","Washington State Governor","Cairo D'Almeida","(Prefers Democratic Party)","66","0.2895","State Executive"
"Grant","Washington State Governor","Elaina J. Gonzalez","(Prefers Independent Party)","79","0.3466","State Executive"
"Grant","Washington State Governor","Jay Inslee","(Prefers Democratic Party)","4465","19.5876","State Executive"
"Grant","Washington State Governor","Joshua Freed","(Prefers Republican Party)","1842","8.0807","State Executive"
"Grant","Washington State Governor","David Voltz","(Prefers Cascadia Labour Party)","2","0.0088","State Executive"
"Grant","Washington State Governor","Joshua Wolf","(Prefers New-Liberty Party)","26","0.1141","State Executive"
"Grant","Washington State Governor","Loren Culp","(Prefers Republican Party)","9098","39.9123","State Executive"
"Grant","Washington State Governor","Richard L. Carpenter","(Prefers Republican Party)","98","0.4299","State Executive"
"Grant","Washington State Governor","Bill Hirt","(Prefers Republican Party)","51","0.2237","State Executive"
"Grant","Washington State Governor","WRITE-IN"," ","20","0.0877","State Executive"
"Grant","Washington State Lt. Governor","Joseph Brumbles","(Prefers Republican Party)","2855","14.0862","State Executive"
"Grant","Washington State Lt. Governor","Jared Frerichs","(Prefers Libertarian Party)","322","1.5887","State Executive"
"Grant","Washington State Lt. Governor","Ann Davison Sattler","(Prefers Republican Party)","2959","14.5994","State Executive"
"Grant","Washington State Lt. Governor","James R. Rafferty","(Prefers Democratic Party)","746","3.6807","State Executive"
"Grant","Washington State Lt. Governor","Marko Liias","(Prefers Democratic Party)","824","4.0655","State Executive"
"Grant","Washington State Lt. Governor","Matt Seymour","(Prefers Libertarian Party)","303","1.495","State Executive"
"Grant","Washington State Lt. Governor","Michelle Jasmer","(Prefers Democratic Party)","1549","7.6426","State Executive"
"Grant","Washington State Lt. Governor","Bill Penor","(Prefers Republican Party)","882","4.3517","State Executive"
"Grant","Washington State Lt. Governor","Richard (Dick) Muri","(Prefers Republican Party)","2599","12.8232","State Executive"
"Grant","Washington State Lt. Governor","Denny Heck","(Prefers Democratic Party)","1767","8.7182","State Executive"
"Grant","Washington State Lt. Governor","Marty McClendon","(Prefers Republican Party)","5371","26.4999","State Executive"
"Grant","Washington State Lt. Governor","WRITE-IN"," ","91","0.449","State Executive"
"Grant","Washington State Secretary of State","Ed Minger","(Prefers Independent Party)","943","4.2942","State Executive"
"Grant","Washington State Secretary of State","Gentry Lange","(Prefers Progressive Party)","292","1.3297","State Executive"
"Grant","Washington State Secretary of State","Kim Wyman","(Prefers Republican Party)","16490","75.0911","State Executive"
"Grant","Washington State Secretary of State","Gael Tarleton","(Prefers Democratic Party)","4214","19.1894","State Executive"
"Grant","Washington State Secretary of State","WRITE-IN"," ","21","0.0956","State Executive"
"Grant","Washington State State Treasurer","Duane A. Davidson","(Prefers Republican Party)","16579","76.2393","State Executive"
"Grant","Washington State State Treasurer","Mike Pellicciotti","(Prefers Democratic Party)","5148","23.6733","State Executive"
"Grant","Washington State State Treasurer","WRITE-IN"," ","19","0.0874","State Executive"
"Grant","Washington State State Auditor","Joshua Casey","(Prefers Democratic Party)","1643","7.5742","State Executive"
"Grant","Washington State State Auditor","Chris Leyba","(Prefers Republican Party)","15756","72.6351","State Executive"
"Grant","Washington State State Auditor","Pat (Patrice) McCarthy","(Prefers Democratic Party)","4271","19.6893","State Executive"
"Grant","Washington State State Auditor","WRITE-IN"," ","22","0.1014","State Executive"
"Grant","Washington State Attorney General","Matt Larkin","(Prefers Republican Party)","8268","38.1207","State Executive"
"Grant","Washington State Attorney General","Mike Vaska","(Prefers GOP Party)","1671","7.7044","State Executive"
"Grant","Washington State Attorney General","Brett Rogers","(Prefers Republican Party)","6152","28.3646","State Executive"
"Grant","Washington State Attorney General","Bob Ferguson","(Prefers Democratic Party)","5563","25.6489","State Executive"
"Grant","Washington State Attorney General","WRITE-IN"," ","35","0.1614","State Executive"
"Grant","Washington State Commissioner of Public Lands","Cameron Whitney","(Prefers Republican Party)","4722","22.519","State Executive"
"Grant","Washington State Commissioner of Public Lands","Steve Sharon","(Prefers Republican Party)","3356","16.0046","State Executive"
"Grant","Washington State Commissioner of Public Lands","Hilary Franz","(Prefers Democratic Party)","4412","21.0406","State Executive"
"Grant","Washington State Commissioner of Public Lands","Kelsey Reyes","(Prefers Libertarian Party)","799","3.8104","State Executive"
"Grant","Washington State Commissioner of Public Lands","Maryam Abasbarzy","(Prefers Republican Party)","423","2.0173","State Executive"
"Grant","Washington State Commissioner of Public Lands","Sue Kuehl Pederson","(Prefers Republican Party)","6206","29.5961","State Executive"
"Grant","Washington State Commissioner of Public Lands","Frank Wallbrown","(Prefers Democratic Party)","1016","4.8452","State Executive"
"Grant","Washington State Commissioner of Public Lands","WRITE-IN"," ","35","0.1669","State Executive"
"Grant","Washington State Superintendent of Public Instruction","Ron Higgins"," ","5569","28.9856","State Executive"
"Grant","Washington State Superintendent of Public Instruction","Maia Espinoza"," ","5637","29.3395","State Executive"
"Grant","Washington State Superintendent of Public Instruction","Stan Lippmann"," ","625","3.253","State Executive"
"Grant","Washington State Superintendent of Public Instruction","David Spring"," ","1220","6.3499","State Executive"
"Grant","Washington State Superintendent of Public Instruction","Dennis Wick"," ","1956","10.1806","State Executive"
"Grant","Washington State Superintendent of Public Instruction","Chris Reykdal"," ","4056","21.1107","State Executive"
"Grant","Washington State Superintendent of Public Instruction","WRITE-IN"," ","150","0.7807","State Executive"
"Grant","Washington State Insurance Commissioner","Anthony Welti","(Prefers Libertarian Party)","3226","15.2019","State Executive"
"Grant","Washington State Insurance Commissioner","Chirayu Avinash Patel","(Prefers Republican Party)","11915","56.1472","State Executive"
"Grant","Washington State Insurance Commissioner","Mike Kreidler","(Prefers Democratic Party)","6040","28.4624","State Executive"
"Grant","Washington State Insurance Commissioner","WRITE-IN"," ","40","0.1885","State Executive"
