"County","Race","Candidate","Party","Votes","PercentageOfTotalVotes","JurisdictionName"
"Adams","FIRE DISTRICT 2 Commissioner Position 1","Shane Strohmaier ","","83","100","Fire"
"Adams","FIRE DISTRICT 2 Commissioner Position 2","Brad Heider","","84","100","Fire"
"Adams","FIRE DISTRICT 2 Commissioner Position 3","LeRoy Watson, Jr","","79","100","Fire"
"Adams","FIRE DISTRICT 3 Commissioner Position 1","Jon D. Fink","","34","100","Fire"
"Adams","FIRE DISTRICT 4 Proposition 1 Maintenance and Operation Levy","Approved","","7","100","Fire"
"Adams","FIRE DISTRICT 4 Proposition 1 Maintenance and Operation Levy","Rejected","","0","0","Fire"
"Adams","FIRE DISTRICT 4 Commissioner Position 3","Carl Harder","","7","100","Fire"
"Adams","FIRE DISTRICT 5 Commissioner Position 1","Chad Smith","","394","100","Fire"
"Adams","FIRE DISTRICT 5 Commissioner Position  3","Doyle Pegram","","399","100","Fire"
"Adams","FIRE DISTRICT 6 Commissioner Position 2","Fritz Coon","","26","100","Fire"
"Adams","LIND PARK AND RECREATION 3 Commissioner Position 1","Cortnie Strohmaier","","219","100","Park and Recreation"
"Adams","LIND PARK AND RECREATION 3 Commissioner Position 3","Eric Labes","","235","100","Park and Recreation"
"Adams","LIND PARK AND RECREATION 3 Commissioner Position 4","Samantha Crow","","218","100","Park and Recreation"
"Adams","LIND PARK AND RECREATION 3 Commissioner Position 5","Kelsey Kramer","","230","100","Park and Recreation"
"Adams","OTHELLO PARK AND RECREATION 1 Commissioner Position 1","RD (Dan) Leary","","853","100","Park and Recreation"
"Adams","OTHELLO PARK AND RECREATION 1 Commissioner Position 2","William Bethmann","","830","100","Park and Recreation"
"Adams","OTHELLO PARK AND RECREATION 1 Commissioner Position 4","Alan Hanks","","834","100","Park and Recreation"
"Adams","RITZVILLE PARK AND RECREATION 4 Commissioner Position 1","Kandis Duff","","571","100","Park and Recreation"
"Adams","RITZVILLE PARK AND RECREATION 4 Commissioner Position 2","Stephanie Stokoe","","528","100","Park and Recreation"
"Adams","WASHTUCNA PARK AND RECREATION 2 Proposition 1 Maintenance and Operation Levy ","Approved","","70","64.2202","Park and Recreation"
"Adams","WASHTUCNA PARK AND RECREATION 2 Proposition 1 Maintenance and Operation Levy ","Rejected","","39","35.7798","Park and Recreation"
"Adams","WASHTUCNA PARK AND RECREATION 2 Commissioner Position 4","Theresa A. St. Hilaire","","78","100","Park and Recreation"
"Adams","WASHTUCNA PARK AND RECREATION 2 Commissioner Position 5","Theresa (Tracee) Sitton","","91","100","Park and Recreation"
"Adams","CEMETERY DISTRICT 1 Commissioner Position 3","Lora Hille","","95","100","Cemetery"
"Adams","CEMETERY DISTRICT 2 Proposition 1 Maintenance and Operation Levy","Approved","","660","63.5226","Cemetery"
"Adams","CEMETERY DISTRICT 2 Proposition 1 Maintenance and Operation Levy","Rejected","","379","36.4774","Cemetery"
"Adams","CEMETERY DISTRICT 2 Commissioner Position 3","Eric Morgan","","849","100","Cemetery"
"Adams","CEMETERY DISTRICT 3 Proposition 1 Maintenance and Operation Levy","Approved","","174","57.6159","Cemetery"
"Adams","CEMETERY DISTRICT 3 Proposition 1 Maintenance and Operation Levy","Rejected","","128","42.3841","Cemetery"
"Adams","CEMETERY DISTRICT 3 Commissioner Position 1","Myra Horton","","236","100","Cemetery"
"Adams","CEMETERY DISTRICT 3 Commissioner Position 2","Janet E. Sackmann","","227","100","Cemetery"
"Adams","ROAD DISTRICT 1 Proposition 1 Property Tax Levy Lid Lift","Approved","","350","39.1499","Transportation"
"Adams","ROAD DISTRICT 1 Proposition 1 Property Tax Levy Lid Lift","Rejected","","544","60.8501","Transportation"
"Asotin","Advisory Votes Advisory Vote No. 16 Engrossed Substitute House Bill 1597","Repealed","","4258","68.6","State Executive"
"Asotin","Advisory Votes Advisory Vote No. 16 Engrossed Substitute House Bill 1597","Maintained","","1949","31.4","State Executive"
"Asotin","Advisory Votes Advisory Vote No. 17 Engrossed House Bill 2163","Repealed","","4753","76.7727","State Executive"
"Asotin","Advisory Votes Advisory Vote No. 17 Engrossed House Bill 2163","Maintained","","1438","23.2273","State Executive"
"Asotin","Advisory Votes Advisory Vote No. 18 Engrossed House Bill 2242","Repealed","","4506","71.8775","State Executive"
"Asotin","Advisory Votes Advisory Vote No. 18 Engrossed House Bill 2242","Maintained","","1763","28.1225","State Executive"
"Asotin","COUNTYWIDE COUNTY ASSESSOR","Jenny L. Estlund","(Prefers Republican Party)","4923","100","County"
"Asotin","COUNTYWIDE COUNTY CLERK","McKenzie A. Kelley","(States No Party Preference)","4964","100","County"
"Asotin","PORT DISTRICT A PORT COMMISSIONER 2","Wayne Tippett","","4954","100","Port"
"Asotin","CITY OF ASOTIN CITY COUNCIL MEMBER #03","George Tucker","","219","100","City/Town"
"Asotin","CITY OF ASOTIN CITY COUNCIL MEMBER #04","Mervin A. Schneider","","230","100","City/Town"
"Asotin","CITY OF ASOTIN CITY COUNCIL MEMBER #05","Joe Appleton","","238","100","City/Town"
"Asotin","CITY OF ASOTIN Proposition No. 1 Levy for Retention of Basic Fire, Police, and Other Services","Yes","","110","32.9341","City/Town"
"Asotin","CITY OF ASOTIN Proposition No. 1 Levy for Retention of Basic Fire, Police, and Other Services","No","","224","67.0659","City/Town"
"Asotin","CITY OF CLARKSTON CITY COUNCIL MEMBER #01","Melyssa D. Andrews","","633","47.5225","City/Town"
"Asotin","CITY OF CLARKSTON CITY COUNCIL MEMBER #01","John Murray","","699","52.4775","City/Town"
"Asotin","CITY OF CLARKSTON CITY COUNCIL MEMBER #02","Brian Kolstad","","1026","100","City/Town"
"Asotin","CITY OF CLARKSTON CITY COUNCIL MEMBER #03","Kelly Blackmon","","546","40.3548","City/Town"
"Asotin","CITY OF CLARKSTON CITY COUNCIL MEMBER #03","Pat Holman","","807","59.6452","City/Town"
"Asotin","CITY OF CLARKSTON CITY COUNCIL MEMBER #04","Richard Hayward","","497","38.1427","City/Town"
"Asotin","CITY OF CLARKSTON CITY COUNCIL MEMBER #04","Russ Evans","","806","61.8573","City/Town"
"Asotin","CITY OF CLARKSTON EMS Excess Tax Levy Emergency Medical Services Excess Tax Levy ","LEVY YES","","1082","69.582","City/Town"
"Asotin","CITY OF CLARKSTON EMS Excess Tax Levy Emergency Medical Services Excess Tax Levy ","LEVY NO","","473","30.418","City/Town"
"Asotin","SCHOOL DISTRICT 250 SCHOOL DIRECTOR #01","Meghan Pierce","","4105","100","School"
"Asotin","SCHOOL DISTRICT 250 SCHOOL DIRECTOR #02","Miles Sidener","","3975","100","School"
"Asotin","SCHOOL DISTRICT 250 SCHOOL DIRECTOR #04","Jim Nelly","","4006","100","School"
"Asotin","SCHOOL DISTRICT 250 SCHOOL DIRECTOR #05","Scott Dolezal","","4032","100","School"
"Asotin","SCHOOL DISTRICT 250 CAPITAL IMPROVEMENT AND SCHOOL CONSTRUCTION GENERAL OBLIGATION BONDS - $60,500,000 CAPITAL IMPROVEMENT AND SCHOOL CONSTRUCTION GENERAL OBLIGATION BONDS - $60,500,000","Approved","","2899","51.21","School"
"Asotin","SCHOOL DISTRICT 250 CAPITAL IMPROVEMENT AND SCHOOL CONSTRUCTION GENERAL OBLIGATION BONDS - $60,500,000 CAPITAL IMPROVEMENT AND SCHOOL CONSTRUCTION GENERAL OBLIGATION BONDS - $60,500,000","Rejected","","2762","48.79","School"
"Asotin","SCHOOL DISTRICT 420 SCHOOL DIRECTOR #02","Chris Loseth","","797","100","School"
"Asotin","SCHOOL DISTRICT 420 SCHOOL DIRECTOR #03","Robert Uhrich","","752","100","School"
"Asotin","FIRE DISTRICT 1 FIRE COMMISSIONER 1","Patrick W. Loseth","","3457","100","Fire"
"Asotin","FIRE DISTRICT 1 Property Tax Levy for Protection and Emergency Medical Services Property Tax Levy for Protection and Emergency Medical Services","Approved","","3146","69.1429","Fire"
"Asotin","FIRE DISTRICT 1 Property Tax Levy for Protection and Emergency Medical Services Property Tax Levy for Protection and Emergency Medical Services","Rejected","","1404","30.8571","Fire"
"Asotin","BLUE MOUNTAIN FIRE DIST NO 1 Fire Commissioner  2","Brad Forgey","","38","100","Fire"
"Asotin","CEMETERY DISTRICT COMMISSIONER #1","Shelley R. Williams","","4994","100","Cemetery"
"Benton","Advisory Votes Advisory Vote No. 16 Engrossed Substitute House Bill 1597","Repealed","","24526","65.0385","State Executive"
"Benton","Advisory Votes Advisory Vote No. 16 Engrossed Substitute House Bill 1597","Maintained","","13184","34.9615","State Executive"
"Benton","Advisory Votes Advisory Vote No. 17 Engrossed House Bill 2163","Repealed","","28683","76.1489","State Executive"
"Benton","Advisory Votes Advisory Vote No. 17 Engrossed House Bill 2163","Maintained","","8984","23.8511","State Executive"
"Benton","Advisory Votes Advisory Vote No. 18 Engrossed House Bill 2242","Repealed","","25768","67.8838","State Executive"
"Benton","Advisory Votes Advisory Vote No. 18 Engrossed House Bill 2242","Maintained","","12191","32.1162","State Executive"
"Benton","Benton County Sheriff","Jerry Hatcher","(Prefers Republican Party)","21952","57.0805","County"
"Benton","Benton County Sheriff","Ken Lattin","(Prefers Republican Party)","16506","42.9195","County"
"Benton","Benton County Treasurer","Ken Spencer","(Prefers Republican Party)","30523","100","County"
"Benton","Port Of Benton Commissioner District 2","Robert D Larson","","7998","100","Port"
"Benton","Port Of Kennewick Commissioner District 3","Skip Novakovich","","17667","67.8534","Port"
"Benton","Port Of Kennewick Commissioner District 3","Rick Reil","","8370","32.1466","Port"
"Benton","Kennewick Public Hospital District Commissioner Pos. 1","Leonard Dreisbach","","16724","100","Public Hospital"
"Benton","Kennewick Public Hospital District Commissioner Pos. 2","Gary G Long","","11553","58.7939","Public Hospital"
"Benton","Kennewick Public Hospital District Commissioner Pos. 2","Raymond H Sjerven","","8097","41.2061","Public Hospital"
"Benton","Kennewick Public Hospital District Commissioner Pos. 3","Marvin Kinney","","15777","100","Public Hospital"
"Benton","Prosser Public Hospital District Commissioner Pos. 1","Susan L Reams","","1584","54.5267","Public Hospital"
"Benton","Prosser Public Hospital District Commissioner Pos. 1","Don Green","","1321","45.4733","Public Hospital"
"Benton","Prosser Public Hospital District Commissioner Pos. 2","Keith Sattler","","2605","100","Public Hospital"
"Benton","City of Benton City Council Pos. 1","Lisa Stade","","291","61.7834","City/Town"
"Benton","City of Benton City Council Pos. 1","Grant Pratt","","180","38.2166","City/Town"
"Benton","City of Benton City Council Pos. 2","Mary Lettau","","285","61.6883","City/Town"
"Benton","City of Benton City Council Pos. 2","David A. Press","","177","38.3117","City/Town"
"Benton","City Of Kennewick Council Position 1 Ward 1","Don Britain","","9118","71.0955","City/Town"
"Benton","City Of Kennewick Council Position 1 Ward 1","Lindy Verhei","","3707","28.9045","City/Town"
"Benton","City Of Kennewick Council Position 2 Ward 2","Gregory A. Jones","","5363","42.7944","City/Town"
"Benton","City Of Kennewick Council Position 2 Ward 2","Steve Lee","","7169","57.2056","City/Town"
"Benton","City Of Kennewick Council Position 3 Ward 3","John H. Trumbo","","10144","100","City/Town"
"Benton","City Of Kennewick Council Position 4 At Large","Bill McKay","","6821","51.4831","City/Town"
"Benton","City Of Kennewick Council Position 4 At Large","Christy Watts","","6428","48.5169","City/Town"
"Benton","Kennewick Public Facilities District Proposition 17-4 ","Approved","","6535","45.3599","Other"
"Benton","Kennewick Public Facilities District Proposition 17-4 ","Rejected","","7872","54.6401","Other"
"Benton","City Of Prosser Council Pos. 1","Don Aubrey","","789","100","City/Town"
"Benton","City Of Prosser Council Pos. 2","Morgan Everett","","732","100","City/Town"
"Benton","City Of Prosser Council Pos. 3","Rob Siemens","","766","100","City/Town"
"Benton","City Of Prosser Council Pos. 7","Stephanie D Groom","","749","100","City/Town"
"Benton","City Of Richland Council Pos. 1","Bob Thompson","","6651","53.5809","City/Town"
"Benton","City Of Richland Council Pos. 1","Rhoda Williams","","5762","46.4191","City/Town"
"Benton","City Of Richland Council Pos. 3","Sandra Kent","","8463","68.9001","City/Town"
"Benton","City Of Richland Council Pos. 3","Lloyd Becker","","3820","31.0999","City/Town"
"Benton","City Of Richland Council Pos. 4","Ginger Wireman","","5585","45.23","City/Town"
"Benton","City Of Richland Council Pos. 4","Ryan Lukson","","6763","54.77","City/Town"
"Benton","City Of Richland Council Pos. 7","Dori Luzzo Gilmour","","5472","43.8005","City/Town"
"Benton","City Of Richland Council Pos. 7","Michael Alvarez","","7021","56.1995","City/Town"
"Benton","City Of West Richland Mayor","Brent Gerry","","2479","66.0186","City/Town"
"Benton","City Of West Richland Mayor","Jerry A Peltier","","1276","33.9814","City/Town"
"Benton","City Of West Richland Council Pos. 1","John E. Smart","","2061","56.1733","City/Town"
"Benton","City Of West Richland Council Pos. 1","Robert Perkes","","1608","43.8267","City/Town"
"Benton","City Of West Richland Council Pos. 2","Rich Buel","","2382","64.9046","City/Town"
"Benton","City Of West Richland Council Pos. 2","Merle N Johnson","","1288","35.0954","City/Town"
"Benton","City Of West Richland Council Pos. 3","Gail Brown","","2287","62.8124","City/Town"
"Benton","City Of West Richland Council Pos. 3","Michelle Marcum","","1354","37.1876","City/Town"
"Benton","City Of West Richland Council Pos. 4","Richard Bloom","","2865","100","City/Town"
"Benton","City Of West Richland Council Pos. 6","Fred Brink","","1912","51.7736","City/Town"
"Benton","City Of West Richland Council Pos. 6","Kate Moran","","1781","48.2264","City/Town"
"Benton","Kennewick School District 17 Director No. 1","Heather Kintzley","","8572","56.1546","School"
"Benton","Kennewick School District 17 Director No. 1","Mike Massey","","6693","43.8454","School"
"Benton","Kennewick School District 17 Director No. 2","Dawn Adams","","12387","100","School"
"Benton","Paterson School District 50 Director No. 1","Neal Bybee","","58","100","School"
"Benton","Paterson School District 50 Director No. 2","Shane L. Munn","","59","100","School"
"Benton","Kiona-Benton City School District 52 Director District 2","Ivan Howard","","715","44.4099","School"
"Benton","Kiona-Benton City School District 52 Director District 2","Clark D. Carlson","","895","55.5901","School"
"Benton","Kiona-Benton City School District 52 Director District 3","Leslie L. Johnson","","715","44.7154","School"
"Benton","Kiona-Benton City School District 52 Director District 3","Teddy Bryan","","884","55.2846","School"
"Benton","Kiona-Benton City School District 52 Director District 5","Tawny Garrett ","","766","48.1761","School"
"Benton","Kiona-Benton City School District 52 Director District 5","Jacob Johnson","","824","51.8239","School"
"Benton","Finley School District 53 Director District 3","Julie Bussell","","515","70.8391","School"
"Benton","Finley School District 53 Director District 3","Larry Lozier","","212","29.1609","School"
"Benton","Finley School District 53 Director District 5","Kenton G. Cox","","578","100","School"
"Benton","Prosser Consolidated School District 116 Director District 3","Jesalyn C. Cole","","1675","100","School"
"Benton","Prosser Consolidated School District 116 Director District 4","Scott Coleman","","1079","52.455","School"
"Benton","Prosser Consolidated School District 116 Director District 4","Maricela Sanchez","","978","47.545","School"
"Benton","Prosser Consolidated School District 116 Director District 5","Scotty Hunt","","1656","100","School"
"Benton","Grandview School District 116/200 Director District 2","DALE H. BURGESON","","41","100","School"
"Benton","Grandview School District 116/200 Director District 5","Scott A. McKinney","","40","100","School"
"Benton","Richland School District 400 Director No. 1","Matthew Bishop","","5239","33.4568","School"
"Benton","Richland School District 400 Director No. 1","Heather Cleary","","10420","66.5432","School"
"Benton","Richland School District 400 Director No. 2","Rick Jansons","","9556","59.7437","School"
"Benton","Richland School District 400 Director No. 2","Ron Higgins","","6439","40.2563","School"
"Benton","Fire District #1 Commissioner Pos. 1","Jerry Morris","","1827","56.2327","Fire"
"Benton","Fire District #1 Commissioner Pos. 1","Scott Carpenter","","1422","43.7673","Fire"
"Benton","Fire District #2 Commissioner Pos. 1","Barry Orth","","1053","100","Fire"
"Benton","Fire District #4 Commissioner Pos. 1","Gregg A Couch","","3568","100","Fire"
"Benton","Fire District #5  Revised Commissioner Pos. 1","Randy Mercer ","","66","100","Fire"
"Benton","Fire District #6 Commissioner Pos. 1","Machelle A Watts ","","105","100","Fire"
"Benton","West Benton Regional Fire Authority Commissioner Position 3","David Moon","","1715","100","Fire"
"Benton","West Benton Regional Fire Authority Commissioner Position 5","Richard Clizbe","","957","50.7692","Fire"
"Benton","West Benton Regional Fire Authority Commissioner Position 5","Kevin F. Hanlon","","928","49.2308","Fire"
"Benton","Plymouth Water District Commissioner Position 1","Ismael Delgado","","30","100","Water"
"Chelan","Advisory Votes Advisory Vote No. 16 Engrossed Substitute House Bill 1597","Repealed","","10033","65.124","State Executive"
"Chelan","Advisory Votes Advisory Vote No. 16 Engrossed Substitute House Bill 1597","Maintained","","5373","34.876","State Executive"
"Chelan","Advisory Votes Advisory Vote No. 17 Engrossed House Bill 2163","Repealed","","11383","74.0165","State Executive"
"Chelan","Advisory Votes Advisory Vote No. 17 Engrossed House Bill 2163","Maintained","","3996","25.9835","State Executive"
"Chelan","Advisory Votes Advisory Vote No. 18 Engrossed House Bill 2242","Repealed","","10653","68.2753","State Executive"
"Chelan","Advisory Votes Advisory Vote No. 18 Engrossed House Bill 2242","Maintained","","4950","31.7247","State Executive"
"Chelan","Chelan County Port District Commissioner District 2","Janet (JC) Baldwin","","10605","100","Port"
"Chelan","CITY OF CASHMERE Council Member #1","Daniel Scott","","363","100","City/Town"
"Chelan","CITY OF CASHMERE Council Member #2","James Fletcher","","373","100","City/Town"
"Chelan","CITY OF CASHMERE Council Member #3","David Erickson","","317","70.4444","City/Town"
"Chelan","CITY OF CASHMERE Council Member #3","Myra Roy","","133","29.5556","City/Town"
"Chelan","CITY OF CHELAN Council Member #2","Erin McCardle","","858","100","City/Town"
"Chelan","CITY OF CHELAN Council Member #5","Servando Robledo","","864","100","City/Town"
"Chelan","CITY OF CHELAN Council Member #6","Tim Hollingsworth","","649","52.9364","City/Town"
"Chelan","CITY OF CHELAN Council Member #6","Cameron Skip Morehouse","","577","47.0636","City/Town"
"Chelan","CITY OF CHELAN Council Member #7","Ty Witt","","596","51.468","City/Town"
"Chelan","CITY OF CHELAN Council Member #7","Rachael Goldie","","562","48.532","City/Town"
"Chelan","CITY OF ENTIAT Council Member #1","Robert Anderson","","243","81","City/Town"
"Chelan","CITY OF ENTIAT Council Member #1","Norman Stenberg","","57","19","City/Town"
"Chelan","CITY OF ENTIAT Council Member #2","Ryan McDonald","","142","47.8114","City/Town"
"Chelan","CITY OF ENTIAT Council Member #2","John Alt","","155","52.1886","City/Town"
"Chelan","CITY OF ENTIAT Council Member #3","Marie Stenberg","","133","100","City/Town"
"Chelan","CITY OF ENTIAT Council Member #4","David Swearingen","","265","100","City/Town"
"Chelan","CITY OF LEAVENWORTH PROPOSITION NO. 1 ","Yes","","503","70.0557","City/Town"
"Chelan","CITY OF LEAVENWORTH PROPOSITION NO. 1 ","No","","215","29.9443","City/Town"
"Chelan","CITY OF LEAVENWORTH Council Member #4","Carolyn A. Wilson","","380","51.7007","City/Town"
"Chelan","CITY OF LEAVENWORTH Council Member #4","Jason Lundgren","","355","48.2993","City/Town"
"Chelan","CITY OF LEAVENWORTH Council Member #5","Sharon Faye Waters","","527","71.4092","City/Town"
"Chelan","CITY OF LEAVENWORTH Council Member #5","Gary Planagan","","211","28.5908","City/Town"
"Chelan","CITY OF LEAVENWORTH Council Member #6","Clint Strand","","488","66.8493","City/Town"
"Chelan","CITY OF LEAVENWORTH Council Member #6","Tibor Lak ","","242","33.1507","City/Town"
"Chelan","CITY OF LEAVENWORTH Council Member #7","Elmer Larsen","","560","100","City/Town"
"Chelan","CITY OF WENATCHEE Council Member #1","Jim Bailey","","4199","100","City/Town"
"Chelan","CITY OF WENATCHEE Council Member #2","Ruth E. Esparza","","3440","64.3954","City/Town"
"Chelan","CITY OF WENATCHEE Council Member #2","Adriana Farnsworth","","1902","35.6046","City/Town"
"Chelan","CITY OF WENATCHEE Council Member #4","Keith Huffaker","","2928","54.6779","City/Town"
"Chelan","CITY OF WENATCHEE Council Member #4","Adam MacDonald","","2427","45.3221","City/Town"
"Chelan","CASCADE SCHOOL DIST NO 228 School Board Member Director District #1","Ellen Beardsley","","832","35.9551","School"
"Chelan","CASCADE SCHOOL DIST NO 228 School Board Member Director District #1","Cindy Puckett","","1482","64.0449","School"
"Chelan","CASCADE SCHOOL DIST NO 228 School Board Member Director District #3","Carrie Lane Sorensen","","1811","100","School"
"Chelan","CASCADE SCHOOL DIST NO 228 School Board Member Director District #5","Trey Ising ","","1772","100","School"
"Chelan","CASHMERE SCHOOL DIST NO 222 School Board Member Director District #2","Ted R. Snodgrass","","890","100","School"
"Chelan","CASHMERE SCHOOL DIST NO 222 School Board Member Director District #4","Roger A. Perleberg","","925","100","School"
