"County","Race","Candidate","Party","Votes","PercentageOfTotalVotes","JurisdictionName"
"Adams","Washington State Governor","David W. Blomstrom","(Prefers Fifth Republic Party)","18","0.9041","State Executive"
"Adams","Washington State Governor","Johnathan Dodds","(Prefers Democratic Party)","27","1.3561","State Executive"
"Adams","Washington State Governor","Patrick O'Rourke","(Prefers Democratic Party)","37","1.8584","State Executive"
"Adams","Washington State Governor","Christian Pierre Joubert","(Prefers Holistic Party)","4","0.2009","State Executive"
"Adams","Washington State Governor","James Robert Deal","(Prefers Democratic Party)","32","1.6072","State Executive"
"Adams","Washington State Governor","Jay Inslee","(Prefers Democratic Party)","413","20.7433","State Executive"
"Adams","Washington State Governor","Bill Bryant","(Prefers Republican Party)","1297","65.1431","State Executive"
"Adams","Washington State Lt. Governor","Marty McClendon","(Prefers Republican Party)","696","38.8393","State Executive"
"Adams","Washington State Lt. Governor","Mark Greene","(Prefers Citizens Party)","32","1.7857","State Executive"
"Adams","Washington State Lt. Governor","Phillip Yin","(Prefers Republican Party)","209","11.6629","State Executive"
"Adams","Washington State Lt. Governor","Steve Hobbs","(Prefers Democratic Party)","196","10.9375","State Executive"
"Adams","Washington State Lt. Governor","Karen Fraser","(Prefers Democratic Party)","146","8.1473","State Executive"
"Adams","Washington State Lt. Governor","Bill Penor","(Prefers Republican Party)","135","7.5335","State Executive"
"Adams","Washington State Lt. Governor","Paul Addis","(Prefers Libertarian Party)","32","1.7857","State Executive"
"Adams","Washington State Lt. Governor","Daniel B. Davies","(States No Party Preference)","21","1.1719","State Executive"
"Adams","Washington State Lt. Governor","Karen Wallace","(Prefers Democratic Party)","79","4.4085","State Executive"
"Adams","Washington State Lt. Governor","Cyrus Habib","(Prefers Democratic Party)","54","3.0134","State Executive"
"Adams","Washington State Lt. Governor","Javier H. Figueroa","(Prefers Republican Party)","192","10.7143","State Executive"
"Adams","Washington State Secretary of State","Tina Podlodowski","(Prefers Democratic Party)","339","17.583","State Executive"
"Adams","Washington State Secretary of State","Kim Wyman","(Prefers Republican Party)","1489","77.2303","State Executive"
"Adams","Washington State Secretary of State","Tim Turner","(Prefers Libertarian Party)","100","5.1867","State Executive"
"Adams","Washington State State Treasurer","John Paul Comerford","(Prefers Democratic Party)","181","10.2666","State Executive"
"Adams","Washington State State Treasurer","Marko Liias","(Prefers Democratic Party)","93","5.2751","State Executive"
"Adams","Washington State State Treasurer","Duane Davidson","(Prefers Republican Party)","769","43.6188","State Executive"
"Adams","Washington State State Treasurer","Michael Waite","(Prefers Republican Party)","593","33.6358","State Executive"
"Adams","Washington State State Treasurer","Alec Fisken","(Prefers Democratic Party)","127","7.2036","State Executive"
"Adams","Washington State State Auditor","Pat (Patrice) McCarthy","(Prefers Democratic Party)","342","18.9684","State Executive"
"Adams","Washington State State Auditor","David Golden","(States No Party Preference)","78","4.3261","State Executive"
"Adams","Washington State State Auditor","Mark Wilson","(Prefers Independent Party)","165","9.1514","State Executive"
"Adams","Washington State State Auditor","Mark Miloscia","(Prefers Republican Party)","1126","62.4515","State Executive"
"Adams","Washington State State Auditor","Jeff Sprung","(Prefers Democratic Party)","92","5.1026","State Executive"
"Adams","Washington State Attorney General","Bob Ferguson","(Prefers Democratic Party)","818","52.4023","State Executive"
"Adams","Washington State Attorney General","Joshua B. Trumbull","(Prefers Libertarian Party)","743","47.5977","State Executive"
"Adams","Washington State Commissioner of Public Lands","Hilary Franz","(Prefers Democratic Party)","138","7.4514","State Executive"
"Adams","Washington State Commissioner of Public Lands","Mary Verner","(Prefers Democratic Party)","158","8.5313","State Executive"
"Adams","Washington State Commissioner of Public Lands","Steven M. Nielson","(Prefers Libertarian Party)","70","3.7797","State Executive"
"Adams","Washington State Commissioner of Public Lands","Dave Upthegrove","(Prefers Democratic Party)","53","2.8618","State Executive"
"Adams","Washington State Commissioner of Public Lands","Karen Porterfield","(Prefers Democratic Party)","74","3.9957","State Executive"
"Adams","Washington State Commissioner of Public Lands","Steve McLaughlin","(Prefers Republican Party)","1292","69.7624","State Executive"
"Adams","Washington State Commissioner of Public Lands","John Stillings","(Prefers Democratic Party)","67","3.6177","State Executive"
"Adams","Washington State Superintendent of Public Instruction","John Patterson Blair","","225","16.1754","State Executive"
"Adams","Washington State Superintendent of Public Instruction","Chris Reykdal","","190","13.6592","State Executive"
"Adams","Washington State Superintendent of Public Instruction","Ron Higgins","","416","29.9065","State Executive"
"Adams","Washington State Superintendent of Public Instruction","Grazyna Prouty","","20","1.4378","State Executive"
"Adams","Washington State Superintendent of Public Instruction","Robin Fleming","","233","16.7505","State Executive"
"Adams","Washington State Superintendent of Public Instruction","Al Runte","","32","2.3005","State Executive"
"Adams","Washington State Superintendent of Public Instruction","Erin Jones","","162","11.6463","State Executive"
"Adams","Washington State Superintendent of Public Instruction","KumRoon (Mr. Mak) Maksirisombat","","30","2.1567","State Executive"
"Adams","Washington State Superintendent of Public Instruction","David Spring","","83","5.9669","State Executive"
"Adams","Washington State Insurance Commissioner","Mike Kreidler","(Prefers Democratic Party)","484","26.3904","State Executive"
"Adams","Washington State Insurance Commissioner","Justin Murta","(Prefers Libertarian Party)","100","5.4526","State Executive"
"Adams","Washington State Insurance Commissioner","Richard Schrock","(Prefers Republican Party)","1250","68.157","State Executive"
"Adams","Legislative District 9 State Senator","Mark G. Schoesler","(Prefers G.O.P Party)","1680","100","Legislative"
"Adams","Legislative District 9 State Representative Pos. 1","Mary Dye","(Prefers Republican Party)","1362","70.17","Legislative"
"Adams","Legislative District 9 State Representative Pos. 1","Jennifer Goulet","(Prefers Democratic Party)","349","17.9804","Legislative"
"Adams","Legislative District 9 State Representative Pos. 1","Hailey Roemer","(Prefers Republican Party)","230","11.8496","Legislative"
"Adams","Legislative District 9 State Representative Pos. 2","Joe Schmick","(Prefers Republican Party)","1699","100","Legislative"
"Adams","COMMISSIONER DISTRICT 1 County Commissioner District 1","John N. Marshall","(Prefers Republican Party)","986","100","Commissioner"
"Adams","COMMISSIONER DISTRICT 2 County Commissioner District 2","Roger L. Hartwig","(Prefers Republican Party)","190","59.19","Commissioner"
"Adams","COMMISSIONER DISTRICT 2 County Commissioner District 2","Kenneth Johnson","(Prefers Republican Party)","131","40.81","Commissioner"
"Adams","Supreme Court Justice Position 5","Barbara Madsen","","786","50.808","Judicial"
"Adams","Supreme Court Justice Position 5","Greg Zempel","","639","41.3058","Judicial"
"Adams","Supreme Court Justice Position 5","(Zamboni) John Scannell","","122","7.8862","Judicial"
"Adams","PARK AND RECREATION 3 Lind Special Election Proposition 1  Maintenance and Operation Levy ","Approve","","135","64.5933","Park and Recreation"
"Adams","PARK AND RECREATION 3 Lind Special Election Proposition 1  Maintenance and Operation Levy ","Reject","","74","35.4067","Park and Recreation"
"Adams","PARK AND RECREATION 4 Ritzville Special Election Proposition 1  Maintenance and Operation Levy","Approved","","420","66.9856","Park and Recreation"
"Adams","PARK AND RECREATION 4 Ritzville Special Election Proposition 1  Maintenance and Operation Levy","Rejected","","207","33.0144","Park and Recreation"
"Adams","PARK AND RECREATION 2 Washtucna Special Election Proposition 1  Maintenance and Operation Levy ","Approved","","75","61.4754","Park and Recreation"
"Adams","PARK AND RECREATION 2 Washtucna Special Election Proposition 1  Maintenance and Operation Levy ","Rejcted","","47","38.5246","Park and Recreation"
"Adams","CEMETERY DISTRICT 1 Special Election Proposition 1  Maintenance and Operation Levy ","Approved","","88","70.9677","Cemetery"
"Adams","CEMETERY DISTRICT 1 Special Election Proposition 1  Maintenance and Operation Levy ","Rejected","","36","29.0323","Cemetery"
"Adams","PRECINCT 122 Precinct Committee Officer - Republican","John E Faure","","28","35.8974","PCO"
"Adams","PRECINCT 122 Precinct Committee Officer - Republican","Heidi J Tracy","","50","64.1026","PCO"
"Asotin","United States U.S. Senator","Philip L. Cornell","(Prefers Democratic Party)","244","5.5874","Federal"
"Asotin","United States U.S. Senator","Sam Wright","(Prefers The Human Rights Party)","35","0.8015","Federal"
"Asotin","United States U.S. Senator","Chris Vance","(Prefers Republican Party)","1422","32.5624","Federal"
"Asotin","United States U.S. Senator","Uncle Mover ","(Prefers Republican Party)","47","1.0763","Federal"
"Asotin","United States U.S. Senator","Zach Haller","(Prefers Independent Party)","37","0.8473","Federal"
"Asotin","United States U.S. Senator","Donna Rae Lands","(Prefers Conservative Party)","65","1.4884","Federal"
"Asotin","United States U.S. Senator","Mohammad Said","(Prefers Democratic Party)","18","0.4122","Federal"
"Asotin","United States U.S. Senator","Eric John Makus","(Prefers Republican Party)","250","5.7248","Federal"
"Asotin","United States U.S. Senator","Alex Tsimerman","(Prefers Standupamerica Party)","12","0.2748","Federal"
"Asotin","United States U.S. Senator","Dr Pano Churchill","(Prefers Lincoln Caucus Party)","10","0.229","Federal"
"Asotin","United States U.S. Senator","Patty Murray","(Prefers Democratic Party)","1742","39.8901","Federal"
"Asotin","United States U.S. Senator","Ted Cummings","(Prefers Independent Party)","61","1.3968","Federal"
"Asotin","United States U.S. Senator","Thor Amundson","(Prefers Democratic Party)","38","0.8702","Federal"
"Asotin","United States U.S. Senator","Scott Nazarino","(Prefers Republican Party)","254","5.8163","Federal"
"Asotin","United States U.S. Senator","Mike Luke","(Prefers Libertarian Party)","87","1.9922","Federal"
"Asotin","United States U.S. Senator","Chuck Jackson","(Prefers Independent Party)","29","0.6641","Federal"
"Asotin","United States U.S. Senator","Jeremy Teuton ","(Prefers System Reboot Party)","16","0.3664","Federal"
"Asotin","Congressional District 5 U.S. Representative","Dave Wilson","(Prefers Independent Party)","403","9.1115","Congressional"
"Asotin","Congressional District 5 U.S. Representative","Tom Horne","(Prefers Republican Party)","616","13.9272","Congressional"
"Asotin","Congressional District 5 U.S. Representative","Joe Pakootas","(Prefers Democratic Party)","1431","32.3536","Congressional"
"Asotin","Congressional District 5 U.S. Representative","Krystol McGee","(Prefers Libertarian Party)","70","1.5826","Congressional"
"Asotin","Congressional District 5 U.S. Representative","Cathy McMorris Rodgers","(Prefers Republican Party)","1903","43.0251","Congressional"
"Asotin","Washington State Governor","Goodspaceguy","(Prefers Republican Party)","79","1.7841","State Executive"
"Asotin","Washington State Governor","Bill Hirt","(Prefers Republican Party)","400","9.0334","State Executive"
"Asotin","Washington State Governor","Mary Martin","(Prefers Socialist Worker Party)","21","0.4743","State Executive"
"Asotin","Washington State Governor","Steve Rubenstein","(Prefers Independent Party)","125","2.8229","State Executive"
"Asotin","Washington State Governor","David W. Blomstrom","(Prefers Fifth Republic Party)","19","0.4291","State Executive"
"Asotin","Washington State Governor","Johnathan Dodds","(Prefers Democratic Party)","79","1.7841","State Executive"
"Asotin","Washington State Governor","Patrick O'Rourke","(Prefers Democratic Party)","152","3.4327","State Executive"
"Asotin","Washington State Governor","Christian Pierre Joubert","(Prefers Holistic Party)","9","0.2033","State Executive"
"Asotin","Washington State Governor","James Robert Deal","(Prefers Democratic Party)","34","0.7678","State Executive"
"Asotin","Washington State Governor","Jay Inslee","(Prefers Democratic Party)","1691","38.1888","State Executive"
"Asotin","Washington State Governor","Bill Bryant","(Prefers Republican Party)","1819","41.0795","State Executive"
"Asotin","Washington State Lt. Governor","Marty McClendon","(Prefers Republican Party)","1245","30.5972","State Executive"
"Asotin","Washington State Lt. Governor","Mark Greene","(Prefers Citizens Party)","65","1.5974","State Executive"
"Asotin","Washington State Lt. Governor","Phillip Yin","(Prefers Republican Party)","326","8.0118","State Executive"
"Asotin","Washington State Lt. Governor","Steve Hobbs","(Prefers Democratic Party)","628","15.4338","State Executive"
"Asotin","Washington State Lt. Governor","Karen Fraser","(Prefers Democratic Party)","565","13.8855","State Executive"
"Asotin","Washington State Lt. Governor","Bill Penor","(Prefers Republican Party)","292","7.1762","State Executive"
"Asotin","Washington State Lt. Governor","Paul Addis","(Prefers Libertarian Party)","107","2.6296","State Executive"
"Asotin","Washington State Lt. Governor","Daniel B. Davies","(States No Party Preference)","113","2.7771","State Executive"
"Asotin","Washington State Lt. Governor","Karen Wallace","(Prefers Democratic Party)","319","7.8398","State Executive"
"Asotin","Washington State Lt. Governor","Cyrus Habib","(Prefers Democratic Party)","195","4.7923","State Executive"
"Asotin","Washington State Lt. Governor","Javier H. Figueroa","(Prefers Republican Party)","214","5.2593","State Executive"
"Asotin","Washington State Secretary of State","Tina Podlodowski","(Prefers Democratic Party)","1486","35.7641","State Executive"
"Asotin","Washington State Secretary of State","Kim Wyman","(Prefers Republican Party)","2415","58.1227","State Executive"
"Asotin","Washington State Secretary of State","Tim Turner","(Prefers Libertarian Party)","254","6.1131","State Executive"
"Asotin","Washington State State Treasurer","John Paul Comerford","(Prefers Democratic Party)","711","17.6646","State Executive"
"Asotin","Washington State State Treasurer","Marko Liias","(Prefers Democratic Party)","329","8.1739","State Executive"
"Asotin","Washington State State Treasurer","Duane Davidson","(Prefers Republican Party)","1329","33.0186","State Executive"
"Asotin","Washington State State Treasurer","Michael Waite","(Prefers Republican Party)","1131","28.0994","State Executive"
"Asotin","Washington State State Treasurer","Alec Fisken","(Prefers Democratic Party)","525","13.0435","State Executive"
"Asotin","Washington State State Auditor","Pat (Patrice) McCarthy","(Prefers Democratic Party)","1208","28.8719","State Executive"
"Asotin","Washington State State Auditor","David Golden","(States No Party Preference)","253","6.0468","State Executive"
"Asotin","Washington State State Auditor","Mark Wilson","(Prefers Independent Party)","334","7.9828","State Executive"
"Asotin","Washington State State Auditor","Mark Miloscia","(Prefers Republican Party)","1947","46.5344","State Executive"
"Asotin","Washington State State Auditor","Jeff Sprung","(Prefers Democratic Party)","442","10.5641","State Executive"
"Asotin","Washington State Attorney General","Bob Ferguson","(Prefers Democratic Party)","2398","62.8571","State Executive"
"Asotin","Washington State Attorney General","Joshua B. Trumbull","(Prefers Libertarian Party)","1417","37.1429","State Executive"
"Asotin","Washington State Commissioner of Public Lands","Hilary Franz","(Prefers Democratic Party)","404","9.742","State Executive"
"Asotin","Washington State Commissioner of Public Lands","Mary Verner","(Prefers Democratic Party)","498","12.0087","State Executive"
"Asotin","Washington State Commissioner of Public Lands","Steven M. Nielson","(Prefers Libertarian Party)","232","5.5944","State Executive"
"Asotin","Washington State Commissioner of Public Lands","Dave Upthegrove","(Prefers Democratic Party)","183","4.4128","State Executive"
"Asotin","Washington State Commissioner of Public Lands","Karen Porterfield","(Prefers Democratic Party)","220","5.305","State Executive"
"Asotin","Washington State Commissioner of Public Lands","Steve McLaughlin","(Prefers Republican Party)","2259","54.4731","State Executive"
"Asotin","Washington State Commissioner of Public Lands","John Stillings","(Prefers Democratic Party)","351","8.4639","State Executive"
"Asotin","Washington State Superintendent of Public Instruction","John Patterson Blair","","470","14.2901","State Executive"
"Asotin","Washington State Superintendent of Public Instruction","Chris Reykdal","","435","13.2259","State Executive"
"Asotin","Washington State Superintendent of Public Instruction","Ron Higgins","","746","22.6817","State Executive"
"Asotin","Washington State Superintendent of Public Instruction","Grazyna Prouty","","42","1.277","State Executive"
"Asotin","Washington State Superintendent of Public Instruction","Robin Fleming","","747","22.7121","State Executive"
"Asotin","Washington State Superintendent of Public Instruction","Al Runte","","54","1.6418","State Executive"
"Asotin","Washington State Superintendent of Public Instruction","Erin Jones","","372","11.3104","State Executive"
"Asotin","Washington State Superintendent of Public Instruction","KumRoon (Mr. Mak) Maksirisombat","","132","4.0134","State Executive"
"Asotin","Washington State Superintendent of Public Instruction","David Spring","","291","8.8477","State Executive"
"Asotin","Washington State Insurance Commissioner","Mike Kreidler","(Prefers Democratic Party)","1698","40.7683","State Executive"
"Asotin","Washington State Insurance Commissioner","Justin Murta","(Prefers Libertarian Party)","271","6.5066","State Executive"
"Asotin","Washington State Insurance Commissioner","Richard Schrock","(Prefers Republican Party)","2196","52.7251","State Executive"
"Asotin","Legislative District 9 State Senator","Mark G. Schoesler","(Prefers G.O.P Party)","3191","100","Legislative"
"Asotin","Legislative District 9 State Representative Pos. 1","Mary Dye","(Prefers Republican Party)","2465","56.0865","Legislative"
"Asotin","Legislative District 9 State Representative Pos. 1","Jennifer Goulet","(Prefers Democratic Party)","1476","33.5836","Legislative"
"Asotin","Legislative District 9 State Representative Pos. 1","Hailey Roemer","(Prefers Republican Party)","454","10.3299","Legislative"
"Asotin","Legislative District 9 State Representative Pos. 2","Joe Schmick","(Prefers Republican Party)","3354","100","Legislative"
"Asotin","COMMISSIONER DISTRICT 1 COUNTY COMMISSIONER 1","Brian Shinn","(States No Party Preference)","1139","100","Commissioner"
"Asotin","COMMISSIONER DISTRICT 2 COUNTY COMMISSIONER 2","Chris Seubert","(Prefers Republican Party)","919","50.4114","Commissioner"
"Asotin","COMMISSIONER DISTRICT 2 COUNTY COMMISSIONER 2","Jim Fuller","(States No Party Preference)","904","49.5886","Commissioner"
"Asotin","Supreme Court Justice Position 5","Barbara Madsen","","2138","60.7386","Judicial"
"Asotin","Supreme Court Justice Position 5","Greg Zempel","","1083","30.767","Judicial"
"Asotin","Supreme Court Justice Position 5","(Zamboni) John Scannell","","299","8.4943","Judicial"
"Asotin","FIRE DISTRICT 1 Emergency Medical Services Property Tax Levy Proposition No. 1","Yes","","2205","72.2951","Fire"
"Asotin","FIRE DISTRICT 1 Emergency Medical Services Property Tax Levy Proposition No. 1","No","","845","27.7049","Fire"
"Asotin","PRECINCT 503 - WEST CLARSKTON 3 Precinct Committee Officer - Democratic","NIcholas Fiore","","48","40.678","PCO"
"Asotin","PRECINCT 503 - WEST CLARSKTON 3 Precinct Committee Officer - Democratic","Melinda George","","70","59.322","PCO"
"Benton","United States U.S. Senator","Philip L. Cornell","(Prefers Democratic Party)","857","2.6381","Federal"
"Benton","United States U.S. Senator","Sam Wright","(Prefers The Human Rights Party)","255","0.785","Federal"
"Benton","United States U.S. Senator","Chris Vance","(Prefers Republican Party)","12394","38.153","Federal"
"Benton","United States U.S. Senator","Uncle Mover ","(Prefers Republican Party)","274","0.8435","Federal"
"Benton","United States U.S. Senator","Zach Haller","(Prefers Independent Party)","314","0.9666","Federal"
"Benton","United States U.S. Senator","Donna Rae Lands","(Prefers Conservative Party)","542","1.6685","Federal"
"Benton","United States U.S. Senator","Mohammad Said","(Prefers Democratic Party)","156","0.4802","Federal"
"Benton","United States U.S. Senator","Eric John Makus","(Prefers Republican Party)","1764","5.4302","Federal"
"Benton","United States U.S. Senator","Alex Tsimerman","(Prefers Standupamerica Party)","99","0.3048","Federal"
"Benton","United States U.S. Senator","Dr Pano Churchill","(Prefers Lincoln Caucus Party)","65","0.2001","Federal"
"Benton","United States U.S. Senator","Patty Murray","(Prefers Democratic Party)","12915","39.7568","Federal"
"Benton","United States U.S. Senator","Ted Cummings","(Prefers Independent Party)","342","1.0528","Federal"
"Benton","United States U.S. Senator","Thor Amundson","(Prefers Democratic Party)","146","0.4494","Federal"
"Benton","United States U.S. Senator","Scott Nazarino","(Prefers Republican Party)","1270","3.9095","Federal"
"Benton","United States U.S. Senator","Mike Luke","(Prefers Libertarian Party)","759","2.3365","Federal"
"Benton","United States U.S. Senator","Chuck Jackson","(Prefers Independent Party)","124","0.3817","Federal"
"Benton","United States U.S. Senator","Jeremy Teuton ","(Prefers System Reboot Party)","209","0.6434","Federal"
"Benton","Congressional District 4 U.S. Representative","Dan Newhouse","(Prefers Republican Party)","13996","42.7476","Congressional"
"Benton","Congressional District 4 U.S. Representative","Glenn M. Jakeman","(Prefers Republican Party)","678","2.0708","Congressional"
"Benton","Congressional District 4 U.S. Representative","Doug McKinley","(Prefers Democratic Party)","7572","23.127","Congressional"
"Benton","Congressional District 4 U.S. Representative","Clint Didier","(Prefers Republican Party)","9883","30.1854","Congressional"
"Benton","Congressional District 4 U.S. Representative","John (the man) Malan","(Prefers Democratic Party)","612","1.8692","Congressional"
"Benton","Washington State Governor","Goodspaceguy","(Prefers Republican Party)","369","1.112","State Executive"
"Benton","Washington State Governor","Bill Hirt","(Prefers Republican Party)","1982","5.9728","State Executive"
"Benton","Washington State Governor","Mary Martin","(Prefers Socialist Worker Party)","185","0.5575","State Executive"
"Benton","Washington State Governor","Steve Rubenstein","(Prefers Independent Party)","498","1.5007","State Executive"
"Benton","Washington State Governor","David W. Blomstrom","(Prefers Fifth Republic Party)","79","0.2381","State Executive"
"Benton","Washington State Governor","Johnathan Dodds","(Prefers Democratic Party)","300","0.9041","State Executive"
"Benton","Washington State Governor","Patrick O'Rourke","(Prefers Democratic Party)","601","1.8111","State Executive"
"Benton","Washington State Governor","Christian Pierre Joubert","(Prefers Holistic Party)","65","0.1959","State Executive"
"Benton","Washington State Governor","James Robert Deal","(Prefers Democratic Party)","184","0.5545","State Executive"
"Benton","Washington State Governor","Jay Inslee","(Prefers Democratic Party)","10775","32.4705","State Executive"
"Benton","Washington State Governor","Bill Bryant","(Prefers Republican Party)","18146","54.683","State Executive"
"Benton","Washington State Lt. Governor","Marty McClendon","(Prefers Republican Party)","9673","31.8128","State Executive"
"Benton","Washington State Lt. Governor","Mark Greene","(Prefers Citizens Party)","246","0.8091","State Executive"
"Benton","Washington State Lt. Governor","Phillip Yin","(Prefers Republican Party)","4326","14.2275","State Executive"
"Benton","Washington State Lt. Governor","Steve Hobbs","(Prefers Democratic Party)","3846","12.6488","State Executive"
"Benton","Washington State Lt. Governor","Karen Fraser","(Prefers Democratic Party)","3591","11.8102","State Executive"
"Benton","Washington State Lt. Governor","Bill Penor","(Prefers Republican Party)","2078","6.8342","State Executive"
"Benton","Washington State Lt. Governor","Paul Addis","(Prefers Libertarian Party)","886","2.9139","State Executive"
"Benton","Washington State Lt. Governor","Daniel B. Davies","(States No Party Preference)","578","1.9009","State Executive"
"Benton","Washington State Lt. Governor","Karen Wallace","(Prefers Democratic Party)","1612","5.3016","State Executive"
"Benton","Washington State Lt. Governor","Cyrus Habib","(Prefers Democratic Party)","1816","5.9725","State Executive"
"Benton","Washington State Lt. Governor","Javier H. Figueroa","(Prefers Republican Party)","1754","5.7686","State Executive"
"Benton","Washington State Secretary of State","Tina Podlodowski","(Prefers Democratic Party)","8385","27.263","State Executive"
"Benton","Washington State Secretary of State","Kim Wyman","(Prefers Republican Party)","20313","66.0456","State Executive"
"Benton","Washington State Secretary of State","Tim Turner","(Prefers Libertarian Party)","2058","6.6914","State Executive"
"Benton","Washington State State Treasurer","John Paul Comerford","(Prefers Democratic Party)","3633","11.8004","State Executive"
"Benton","Washington State State Treasurer","Marko Liias","(Prefers Democratic Party)","2195","7.1296","State Executive"
"Benton","Washington State State Treasurer","Duane Davidson","(Prefers Republican Party)","17183","55.8125","State Executive"
"Benton","Washington State State Treasurer","Michael Waite","(Prefers Republican Party)","5154","16.7408","State Executive"
"Benton","Washington State State Treasurer","Alec Fisken","(Prefers Democratic Party)","2622","8.5166","State Executive"
"Benton","Washington State State Auditor","Pat (Patrice) McCarthy","(Prefers Democratic Party)","6935","22.7938","State Executive"
"Benton","Washington State State Auditor","David Golden","(States No Party Preference)","1548","5.0879","State Executive"
"Benton","Washington State State Auditor","Mark Wilson","(Prefers Independent Party)","2877","9.456","State Executive"
"Benton","Washington State State Auditor","Mark Miloscia","(Prefers Republican Party)","16000","52.5883","State Executive"
"Benton","Washington State State Auditor","Jeff Sprung","(Prefers Democratic Party)","3065","10.074","State Executive"
"Benton","Washington State Attorney General","Bob Ferguson","(Prefers Democratic Party)","17037","59.0189","State Executive"
"Benton","Washington State Attorney General","Joshua B. Trumbull","(Prefers Libertarian Party)","11830","40.9811","State Executive"
"Benton","Washington State Commissioner of Public Lands","Hilary Franz","(Prefers Democratic Party)","3281","10.7507","State Executive"
"Benton","Washington State Commissioner of Public Lands","Mary Verner","(Prefers Democratic Party)","2909","9.5318","State Executive"
"Benton","Washington State Commissioner of Public Lands","Steven M. Nielson","(Prefers Libertarian Party)","1932","6.3305","State Executive"
"Benton","Washington State Commissioner of Public Lands","Dave Upthegrove","(Prefers Democratic Party)","1516","4.9674","State Executive"
"Benton","Washington State Commissioner of Public Lands","Karen Porterfield","(Prefers Democratic Party)","1357","4.4464","State Executive"
"Benton","Washington State Commissioner of Public Lands","Steve McLaughlin","(Prefers Republican Party)","18298","59.9561","State Executive"
"Benton","Washington State Commissioner of Public Lands","John Stillings","(Prefers Democratic Party)","1226","4.0172","State Executive"
"Benton","Washington State Superintendent of Public Instruction","John Patterson Blair","","2202","8.6919","State Executive"
"Benton","Washington State Superintendent of Public Instruction","Chris Reykdal","","3905","15.4141","State Executive"
"Benton","Washington State Superintendent of Public Instruction","Ron Higgins","","7695","30.3742","State Executive"
"Benton","Washington State Superintendent of Public Instruction","Grazyna Prouty","","280","1.1052","State Executive"
"Benton","Washington State Superintendent of Public Instruction","Robin Fleming","","4322","17.0601","State Executive"
"Benton","Washington State Superintendent of Public Instruction","Al Runte","","492","1.9421","State Executive"
"Benton","Washington State Superintendent of Public Instruction","Erin Jones","","3572","14.0996","State Executive"
"Benton","Washington State Superintendent of Public Instruction","KumRoon (Mr. Mak) Maksirisombat","","954","3.7657","State Executive"
"Benton","Washington State Superintendent of Public Instruction","David Spring","","1912","7.5472","State Executive"
"Benton","Washington State Insurance Commissioner","Mike Kreidler","(Prefers Democratic Party)","11205","36.638","State Executive"
