"County","Race","Candidate","Party","Votes","PercentageOfTotalVotes","JurisdictionName"
"Chelan","LAKE CHELAN SCHOOL DISTRICT NO. 129 PROPOSITION NO. 1","LEVY...YES"," ","1229","56.0675","School"
"Chelan","LAKE CHELAN SCHOOL DISTRICT NO. 129 PROPOSITION NO. 1","LEVY...NO"," ","963","43.9325","School"
"Clark","MT. PLEASANT SCHOOL DISTRICT NO. 29-93 Maintenance and Operations Levy","LEVY...Yes"," ","2","40","School"
"Clark","MT. PLEASANT SCHOOL DISTRICT NO. 29-93 Maintenance and Operations Levy","LEVY...No"," ","3","60","School"
"Clark","CITY OF VANCOUVER Proposition No. 2","Yes"," ","15928","53.3226","City/Town"
"Clark","CITY OF VANCOUVER Proposition No. 2","No"," ","13943","46.6774","City/Town"
"Clark","EVERGREEN SCHOOL DISTRICT NO. 114 Proposition No. 5","Levy, Yes"," ","10930","42.8527","School"
"Clark","EVERGREEN SCHOOL DISTRICT NO. 114 Proposition No. 5","Levy, No"," ","14576","57.1473","School"
"Clark","GREEN MOUNTAIN SCHOOL DISTRICT NO. 103 Proposition No. 3","Levy...Yes"," ","152","61.0442","School"
"Clark","GREEN MOUNTAIN SCHOOL DISTRICT NO. 103 Proposition No. 3","Levy...No"," ","97","38.9558","School"
"Clark","HOCKINSON SCHOOL DISTRICT NO. 98 Proposition No. 8","Levy...Yes"," ","1714","52.9666","School"
"Clark","HOCKINSON SCHOOL DISTRICT NO. 98 Proposition No. 8","Levy...No"," ","1522","47.0334","School"
"Clark","LA CENTER SCHOOL DISTRICT NO. 101 Proposition No. 4","Levy...Yes"," ","1321","47.2461","School"
"Clark","LA CENTER SCHOOL DISTRICT NO. 101 Proposition No. 4","Levy...No"," ","1475","52.7539","School"
"Clark","RIDGEFIELD SCHOOL DISTRICT NO. 122 Proposition No. 7","Approved"," ","4670","57.4769","School"
"Clark","RIDGEFIELD SCHOOL DISTRICT NO. 122 Proposition No. 7","Rejected"," ","3455","42.5231","School"
"Columbia","PRESCOTT SCHOOL DISTRICT NO. 402-37 Proposition 1","Levy Yes"," ","3","75","School"
"Columbia","PRESCOTT SCHOOL DISTRICT NO. 402-37 Proposition 1","Levy No"," ","1","25","School"
"Columbia","WAITSBURG SCHOOL DISTRICT NO. 401-100 Proposition 1","Levy Yes"," ","15","48.3871","School"
"Columbia","WAITSBURG SCHOOL DISTRICT NO. 401-100 Proposition 1","Levy No"," ","16","51.6129","School"
"Cowlitz","Castle Rock School District No. 401 Proposition 1","Yes"," ","1484","56.0211","School"
"Cowlitz","Castle Rock School District No. 401 Proposition 1","No"," ","1165","43.9789","School"
"Douglas","ORONDO SCHOOL DISTRICT NO.13 Proposition No.1","Levy Yes"," ","215","62.1387","School"
"Douglas","ORONDO SCHOOL DISTRICT NO.13 Proposition No.1","Levy No"," ","131","37.8613","School"
"Douglas","PALISADES SCHOOL DISTRICT NO. 102 Proposition No. 1","Levy Yes"," ","68","83.9506","School"
"Douglas","PALISADES SCHOOL DISTRICT NO. 102 Proposition No. 1","Levy No"," ","13","16.0494","School"
"Douglas","WATERVILLE SCHOOL DISTRICT NO. 209 Proposition No. 1","Levy Yes"," ","331","61.2963","School"
"Douglas","WATERVILLE SCHOOL DISTRICT NO. 209 Proposition No. 1","Levy No"," ","209","38.7037","School"
"Douglas","LAKE CHELAN SCHOOL DISTRICT NO. 129 PROPOSITION NO. 1","LEVY...YES"," ","35","35.7143","School"
"Douglas","LAKE CHELAN SCHOOL DISTRICT NO. 129 PROPOSITION NO. 1","LEVY...NO"," ","63","64.2857","School"
"Douglas","QUINCY SCHOOL DISTRICT NO. 144 Proposition No. 1","LEVY... YES"," ","23","88.4615","School"
"Douglas","QUINCY SCHOOL DISTRICT NO. 144 Proposition No. 1","LEVY... NO"," ","3","11.5385","School"
"Douglas","COULEE HARTLINE SCHOOL DISTRICT NO. 151 Proposition No. 1","LEVY... YES"," ","26","66.6667","School"
"Douglas","COULEE HARTLINE SCHOOL DISTRICT NO. 151 Proposition No. 1","LEVY... NO"," ","13","33.3333","School"
"Douglas","GRAND COULEE SCHOOL DISTRICT NO. 301 Proposition No. 1","LEVY... YES"," ","47","42.7273","School"
"Douglas","GRAND COULEE SCHOOL DISTRICT NO. 301 Proposition No. 1","LEVY... NO"," ","63","57.2727","School"
"Douglas","GRAND COULEE SCHOOL DISTRICT NO. 301 Proposition No. 2","LEVY... YES"," ","39","36.4486","School"
"Douglas","GRAND COULEE SCHOOL DISTRICT NO. 301 Proposition No. 2","LEVY... NO"," ","68","63.5514","School"
"Ferry","SCHOOL DISTRICT 003 Proposition No.1","Levy Yes"," ","46","64.7887","School"
"Ferry","SCHOOL DISTRICT 003 Proposition No.1","Levy No"," ","25","35.2113","School"
"Ferry","SCHOOL DISTRICT 050 Proposition No.1","Levy Yes"," ","239","61.1253","School"
"Ferry","SCHOOL DISTRICT 050 Proposition No.1","Levy No"," ","152","38.8747","School"
"Franklin","KAHLOTUS SCHOOL DISTRICT NO. 56 Replacement of Expiring Educational Programs and Operations Levy","Levy Yes"," ","70","86.4198","School"
"Franklin","KAHLOTUS SCHOOL DISTRICT NO. 56 Replacement of Expiring Educational Programs and Operations Levy","Levy No"," ","11","13.5802","School"
"Franklin","NORTH FRANKLIN SCHOOL DISTRICT NO. J51-162 Replacement of Expiring Educational Programs and Operation Levy","Levy Yes"," ","740","67.4567","School"
"Franklin","NORTH FRANKLIN SCHOOL DISTRICT NO. J51-162 Replacement of Expiring Educational Programs and Operation Levy","Levy No"," ","357","32.5433","School"
"Franklin","PASCO SCHOOL DISTRICT NO. 1 Replacement of Expiring Educational Programs and Operation Levy","Levy Yes"," ","5175","54.5944","School"
"Franklin","PASCO SCHOOL DISTRICT NO. 1 Replacement of Expiring Educational Programs and Operation Levy","Levy No"," ","4304","45.4056","School"
"Franklin","SCHOOL DISTRICT 109 - WASHTUCNA Proposition No. 1","Levy, Yes"," ","0","0","School"
"Franklin","SCHOOL DISTRICT 109 - WASHTUCNA Proposition No. 1","Levy, No"," ","0","0","School"
"Franklin","SCHOOL DISTRICT 147 - OTHELLO Proposition No. 1","Approved"," ","26","38.806","School"
"Franklin","SCHOOL DISTRICT 147 - OTHELLO Proposition No. 1","Rejected"," ","41","61.194","School"
"Grant","ODESSA SCHOOL DISTRICT 105 Proposition No. 1","LEVY   YES"," ","5","41.6667","School"
"Grant","ODESSA SCHOOL DISTRICT 105 Proposition No. 1","LEVY   NO"," ","7","58.3333","School"
"Grant","ODESSA SCHOOL DISTRICT 105 Proposition No. 2","LEVY   YES"," ","5","41.6667","School"
"Grant","ODESSA SCHOOL DISTRICT 105 Proposition No. 2","LEVY   NO"," ","7","58.3333","School"
"Grant","SCHOOL DISTRICT 147 - OTHELLO Proposition No. 1","Approved"," ","0","0","School"
"Grant","SCHOOL DISTRICT 147 - OTHELLO Proposition No. 1","Rejected"," ","0","0","School"
"Grant","WAHLUKE SCHOOL DISTRICT NO. 73 Proposition No. 1","LEVY... YES"," ","281","48.8696","School"
"Grant","WAHLUKE SCHOOL DISTRICT NO. 73 Proposition No. 1","LEVY... NO"," ","294","51.1304","School"
"Grant","QUINCY SCHOOL DISTRICT NO. 144 Proposition No. 1","LEVY... YES"," ","1092","60.5657","School"
"Grant","QUINCY SCHOOL DISTRICT NO. 144 Proposition No. 1","LEVY... NO"," ","711","39.4343","School"
"Grant","Warden School Dist #146 Proposition No. 1","LEVY... YES"," ","256","61.6867","School"
"Grant","Warden School Dist #146 Proposition No. 1","LEVY... NO"," ","159","38.3133","School"
"Grant","Warden School Dist #146 Proposition No. 2","LEVY... YES"," ","259","65.404","School"
"Grant","Warden School Dist #146 Proposition No. 2","LEVY... NO"," ","137","34.596","School"
"Grant","COULEE HARTLINE SCHOOL DISTRICT NO. 151 Proposition No. 1","LEVY... YES"," ","287","71.393","School"
"Grant","COULEE HARTLINE SCHOOL DISTRICT NO. 151 Proposition No. 1","LEVY... NO"," ","115","28.607","School"
"Grant","Royal School Dist #160 Proposition No. 1","LEVY... YES"," ","408","62.5767","School"
"Grant","Royal School Dist #160 Proposition No. 1","LEVY... NO"," ","244","37.4233","School"
"Grant","WILSON CREEK SCHOOL DIST #167 Proposition No. 1","LEVY... YES"," ","96","68.0851","School"
"Grant","WILSON CREEK SCHOOL DIST #167 Proposition No. 1","LEVY... NO"," ","45","31.9149","School"
"Grant","GRAND COULEE SCHOOL DISTRICT NO. 301 Proposition No. 1","LEVY... YES"," ","258","41.6129","School"
"Grant","GRAND COULEE SCHOOL DISTRICT NO. 301 Proposition No. 1","LEVY... NO"," ","362","58.3871","School"
"Grant","GRAND COULEE SCHOOL DISTRICT NO. 301 Proposition No. 2","LEVY... YES"," ","242","41.5808","School"
"Grant","GRAND COULEE SCHOOL DISTRICT NO. 301 Proposition No. 2","LEVY... NO"," ","340","58.4192","School"
"Grant","City of Soap Lake Proposition No. 1","Yes"," ","197","67.2355","City/Town"
"Grant","City of Soap Lake Proposition No. 1","No"," ","96","32.7645","City/Town"
"Grays Harbor","Mary M Knight School 311 School Education Enrichment Levy","Levy...Yes"," ","21","56.7568","School"
"Grays Harbor","Mary M Knight School 311 School Education Enrichment Levy","Levy...No"," ","16","43.2432","School"
"Grays Harbor","City of Aberdeen City of Aberdeen - Joint Resolution","Yes"," ","1412","53.3434","City/Town"
"Grays Harbor","City of Aberdeen City of Aberdeen - Joint Resolution","No"," ","1235","46.6566","City/Town"
"Grays Harbor","City of Hoquiam City of Hoquiam - Joint Resolution","Yes"," ","929","53.8551","City/Town"
"Grays Harbor","City of Hoquiam City of Hoquiam - Joint Resolution","No"," ","796","46.1449","City/Town"
"Grays Harbor","Sch Dist 104 - Satsop Replacement Ed Programs and Operations Levy","Levy Yes"," ","103","75.7353","School"
"Grays Harbor","Sch Dist 104 - Satsop Replacement Ed Programs and Operations Levy","Levy No"," ","33","24.2647","School"
"Grays Harbor","Sch Dist 117 - Wishkah Educational Programs and Operations and Enrichment Levy","Levy Yes"," ","166","70.339","School"
"Grays Harbor","Sch Dist 117 - Wishkah Educational Programs and Operations and Enrichment Levy","Levy No"," ","70","29.661","School"
"Grays Harbor","Sch Dist 28 - Hoquiam Replacement of Expiring Educational Programs and Operations Levy","Levy Yes"," ","1255","56.5825","School"
"Grays Harbor","Sch Dist 28 - Hoquiam Replacement of Expiring Educational Programs and Operations Levy","Levy No"," ","963","43.4175","School"
"Grays Harbor","Sch Dist 65 - McCleary Replacement Educational Programs and Operations Levy","Levy Yes"," ","369","45.11","School"
"Grays Harbor","Sch Dist 65 - McCleary Replacement Educational Programs and Operations Levy","Levy No"," ","449","54.89","School"
"Grays Harbor","Sch Dist 77 - Taholah School Program Levy","Levy Yes"," ","50","78.125","School"
"Grays Harbor","Sch Dist 77 - Taholah School Program Levy","Levy No"," ","14","21.875","School"
"Grays Harbor","Sch Dist 99 -Cosmopolis Educational Programs and Operations Levy","Levy Yes"," ","329","62.1928","School"
"Grays Harbor","Sch Dist 99 -Cosmopolis Educational Programs and Operations Levy","Levy No"," ","200","37.8072","School"
"Grays Harbor","Sch Dist 97 - Quinault Educational Programs and Operation Replacement Levy","Levy Yes"," ","123","64.7368","School"
"Grays Harbor","Sch Dist 97 - Quinault Educational Programs and Operation Replacement Levy","Levy No"," ","67","35.2632","School"
"Grays Harbor","Sch Dist 64 - N. Beach North Beach SD - Safety for Students Construction Bonds","Approved"," ","1485","41.7252","School"
"Grays Harbor","Sch Dist 64 - N. Beach North Beach SD - Safety for Students Construction Bonds","Rejected"," ","2074","58.2748","School"
"Grays Harbor","Sch Dist 64 - N. Beach North Beach School District Levy","Levy Yes"," ","1817","50.811","School"
"Grays Harbor","Sch Dist 64 - N. Beach North Beach School District Levy","Levy No"," ","1759","49.189","School"
"Grays Harbor","Sch Dist 68 - Elma Elma SD - Replacement Educational Programs and Operations Levy","Levy Yes"," ","1022","55.5737","School"
"Grays Harbor","Sch Dist 68 - Elma Elma SD - Replacement Educational Programs and Operations Levy","Levy No"," ","817","44.4263","School"
"Grays Harbor","EAST GRAYS HARBOR FIRE AND RESCUE East Grays Harbor Fire and Rescue-Increase in Comm","Yes"," ","1163","61.4369","Fire"
"Grays Harbor","EAST GRAYS HARBOR FIRE AND RESCUE East Grays Harbor Fire and Rescue-Increase in Comm","No"," ","730","38.5631","Fire"
"Island","OAK HARBOR SCH 201 Oak Harbor School District No. 201  Capital Improvement and School Construction General Obligation Bonds","Approved"," ","3966","45.855","School"
"Island","OAK HARBOR SCH 201 Oak Harbor School District No. 201  Capital Improvement and School Construction General Obligation Bonds","Rejected"," ","4683","54.145","School"
"Island","COUPEVILLE SCH 204 Coupeville School District No. 204 Replacement Educational Programs and Operations Levy","Yes"," ","2159","54.3145","School"
"Island","COUPEVILLE SCH 204 Coupeville School District No. 204 Replacement Educational Programs and Operations Levy","No"," ","1816","45.6855","School"
"Island","COUPEVILLE SCH 204 Coupeville School District No. 204 Technology Capital Projects Levy","Yes"," ","2211","56.2166","School"
"Island","COUPEVILLE SCH 204 Coupeville School District No. 204 Technology Capital Projects Levy","No"," ","1722","43.7834","School"
"Island","COUPEVILLE SCH 204 Coupeville School District No. 204 Capital Projects Levy","Yes"," ","2023","51.3321","School"
"Island","COUPEVILLE SCH 204 Coupeville School District No. 204 Capital Projects Levy","No"," ","1918","48.6679","School"
"Island","SO WHIDBEY SCH 206 South Whidbey School District No. 206 Replacement for Educational Programs and Operations Levy","Yes"," ","4516","66.8344","School"
"Island","SO WHIDBEY SCH 206 South Whidbey School District No. 206 Replacement for Educational Programs and Operations Levy","No"," ","2241","33.1656","School"
"Island","SO  WHIDBEY PK AND REC South Whidbey Parks and Recreation District Four-Year Maintenance and Operations Levy","Yes"," ","4850","73.3626","Park and Recreation"
"Island","SO  WHIDBEY PK AND REC South Whidbey Parks and Recreation District Four-Year Maintenance and Operations Levy","No"," ","1761","26.6374","Park and Recreation"
"Island","STANWOOD-CAMANO SCHOOL DISTRICT NO. 401 Proposition No. 1","Yes"," ","2947","47.4252","School"
"Island","STANWOOD-CAMANO SCHOOL DISTRICT NO. 401 Proposition No. 1","No"," ","3267","52.5748","School"
"Jefferson","BRINNON SCHOOL DISTRICT NO. 46 Proposition No. 1","YES"," ","375","72.6744","School"
"Jefferson","BRINNON SCHOOL DISTRICT NO. 46 Proposition No. 1","NO"," ","141","27.3256","School"
"Jefferson","QUILCENE SCHOOL DISTRICT NO. 48 Proposition No. 1","Approved"," ","474","59.3985","School"
"Jefferson","QUILCENE SCHOOL DISTRICT NO. 48 Proposition No. 1","Rejected"," ","324","40.6015","School"
"Jefferson","PORT TOWNSEND SCHOOL DISTRICT NO. 50 Proposition No. 1","YES"," ","5027","75.9366","School"
"Jefferson","PORT TOWNSEND SCHOOL DISTRICT NO. 50 Proposition No. 1","NO"," ","1593","24.0634","School"
"Jefferson","PORT TOWNSEND SCHOOL DISTRICT NO. 50 Proposition No. 2","YES"," ","4956","74.56","School"
"Jefferson","PORT TOWNSEND SCHOOL DISTRICT NO. 50 Proposition No. 2","NO"," ","1691","25.44","School"
"King","FIFE SCHOOL DISTRICT NO. 417 Proposition No. 1","Yes"," ","463","48.6345","School"
"King","FIFE SCHOOL DISTRICT NO. 417 Proposition No. 1","No"," ","489","51.3655","School"
"King","FIFE SCHOOL DISTRICT NO. 417 Proposition No. 2","Yes"," ","472","49.6842","School"
"King","FIFE SCHOOL DISTRICT NO. 417 Proposition No. 2","No"," ","478","50.3158","School"
"King","City of Shoreline Proposition No. 1","Yes"," ","9637","69.9702","City/Town"
"King","City of Shoreline Proposition No. 1","No"," ","4136","30.0298","City/Town"
"King","Bellevue School District No. 405 Proposition No. 1","Yes"," ","14549","61.6588","School"
"King","Bellevue School District No. 405 Proposition No. 1","No"," ","9047","38.3412","School"
"King","BELLEVUE SCHOOL DISTRICT NO. 405 Proposition No. 2","Yes"," ","14371","60.8889","School"
"King","BELLEVUE SCHOOL DISTRICT NO. 405 Proposition No. 2","No"," ","9231","39.1111","School"
"King","Enumclaw School District No. 216 Proposition No. 1","Yes"," ","3947","51.2864","School"
"King","Enumclaw School District No. 216 Proposition No. 1","No"," ","3749","48.7136","School"
"King","Federal Way School District No. 210 Proposition No. 1","Yes"," ","10892","56.7765","School"
"King","Federal Way School District No. 210 Proposition No. 1","No"," ","8292","43.2235","School"
"King","FEDERAL WAY SCHOOL DISTRICT NO. 210 Proposition No. 2","Yes"," ","10030","52.2723","School"
"King","FEDERAL WAY SCHOOL DISTRICT NO. 210 Proposition No. 2","No"," ","9158","47.7277","School"
"King","Kent School District No. 415 Proposition No. 1","Yes"," ","13341","53.803","School"
"King","Kent School District No. 415 Proposition No. 1","No"," ","11455","46.197","School"
"King","Lake Washington School District No. 414 Proposition No. 1","Yes"," ","23187","58.8234","School"
"King","Lake Washington School District No. 414 Proposition No. 1","No"," ","16231","41.1766","School"
"King","LAKE WASHINGTON SCHOOL DISTRICT NO. 414 Proposition No. 2","Yes"," ","23557","59.6999","School"
"King","LAKE WASHINGTON SCHOOL DISTRICT NO. 414 Proposition No. 2","No"," ","15902","40.3001","School"
"King","Lake Washington School District No. 414 Proposition No. 3","Yes"," ","21977","56.5034","School"
"King","Lake Washington School District No. 414 Proposition No. 3","No"," ","16918","43.4966","School"
"King","Mercer Island School District No. 400 Proposition No. 1","Yes"," ","5587","73.6585","School"
"King","Mercer Island School District No. 400 Proposition No. 1","No"," ","1998","26.3415","School"
"King","Mercer Island School District No. 400 Proposition No. 2","Yes"," ","5471","72.1197","School"
"King","Mercer Island School District No. 400 Proposition No. 2","No"," ","2115","27.8803","School"
"King","NORTHSHORE SCHOOL DISTRICT NO. 417 Proposition No. 1","Yes"," ","12277","61.18","School"
"King","NORTHSHORE SCHOOL DISTRICT NO. 417 Proposition No. 1","No"," ","7790","38.82","School"
"King","NORTHSHORE SCHOOL DISTRICT NO. 417 Proposition No. 2","Approved"," ","12480","62.1081","School"
"King","NORTHSHORE SCHOOL DISTRICT NO. 417 Proposition No. 2","Rejected"," ","7614","37.8919","School"
"King","NORTHSHORE SCHOOL DISTRICT NO. 417 Proposition No. 3","Yes"," ","12284","62.3902","School"
"King","NORTHSHORE SCHOOL DISTRICT NO. 417 Proposition No. 3","No"," ","7405","37.6098","School"
"King","Renton School District No. 403 Proposition No. 1","Yes"," ","11082","62.367","School"
"King","Renton School District No. 403 Proposition No. 1","No"," ","6687","37.633","School"
"King","RENTON SCHOOL DISTRICT NO. 403 Proposition No. 2","Yes"," ","11260","63.3403","School"
"King","RENTON SCHOOL DISTRICT NO. 403 Proposition No. 2","No"," ","6517","36.6597","School"
"King","Riverview School District No. 407 Proposition No. 1","Yes"," ","3052","51.0027","School"
"King","Riverview School District No. 407 Proposition No. 1","No"," ","2932","48.9973","School"
"King","Riverview School District No. 407 Proposition No. 2","Yes"," ","3236","54.1409","School"
"King","Riverview School District No. 407 Proposition No. 2","No"," ","2741","45.8591","School"
"King","Seattle School District No. 1 Proposition No. 1","Yes"," ","123278","78.8707","School"
"King","Seattle School District No. 1 Proposition No. 1","No"," ","33026","21.1293","School"
"King","SEATTLE SCHOOL DISTRICT NO. 1 Proposition No. 2","Yes"," ","123464","79.0493","School"
"King","SEATTLE SCHOOL DISTRICT NO. 1 Proposition No. 2","No"," ","32722","20.9507","School"
"King","Shoreline School District No. 412 Proposition No. 1","Yes"," ","12601","70.138","School"
"King","Shoreline School District No. 412 Proposition No. 1","No"," ","5365","29.862","School"
"King","SHORELINE SCHOOL DISTRICT NO. 412 Proposition No. 2","Yes"," ","12740","71.9165","School"
"King","SHORELINE SCHOOL DISTRICT NO. 412 Proposition No. 2","No"," ","4975","28.0835","School"
"King","Snoqualmie Valley School District No. 410 Proposition No. 1","Yes"," ","6247","59.247","School"
"King","Snoqualmie Valley School District No. 410 Proposition No. 1","No"," ","4297","40.753","School"
"King","SNOQUALMIE VALLEY SCHOOL DISTRICT NO. 410 Proposition No. 2","Yes"," ","6320","59.8939","School"
"King","SNOQUALMIE VALLEY SCHOOL DISTRICT NO. 410 Proposition No. 2","No"," ","4232","40.1061","School"
"King","Vashon Island School District No. 402 Proposition No. 1","Yes"," ","2887","70.158","School"
"King","Vashon Island School District No. 402 Proposition No. 1","No"," ","1228","29.842","School"
"Kitsap","City of Bremerton Council District 6","Mike Simpson","(States No Party Preference)","551","48.8043","City/Town"
"Kitsap","City of Bremerton Council District 6","Anna Mockler","(States No Party Preference)","575","50.93","City/Town"
"Kitsap","City of Bremerton Council District 6","WRITE-IN"," ","3","0.2657","City/Town"
"Kitsap","Bremerton School District No. 100-C Proposition No. 1","Yes"," ","4399","54.8777","School"
"Kitsap","Bremerton School District No. 100-C Proposition No. 1","No"," ","3617","45.1223","School"
"Kitsap","North Kitsap School District No. 400 Proposition No. 1","Yes"," ","8374","57.3091","School"
"Kitsap","North Kitsap School District No. 400 Proposition No. 1","No"," ","6238","42.6909","School"
"Kitsap","North Kitsap School District No. 400 Proposition No. 2","Yes"," ","8241","56.4491","School"
"Kitsap","North Kitsap School District No. 400 Proposition No. 2","No"," ","6358","43.5509","School"
"Kitsap","Central Kitsap School District No. 401 Proposition No. 1","Yes"," ","7297","48.569","School"
"Kitsap","Central Kitsap School District No. 401 Proposition No. 1","No"," ","7727","51.431","School"
"Kittitas","DAMMAN SCHOOL DISTRICT 7 Replacement Maintenance of Educational Program and Operations Levy","YES"," ","225","73.0519","School"
"Kittitas","DAMMAN SCHOOL DISTRICT 7 Replacement Maintenance of Educational Program and Operations Levy","NO"," ","83","26.9481","School"
