"County","Race","Candidate","Party","Votes","PercentageOfTotalVotes","JurisdictionName"
"Adams","FIRE DISTRICT 4 Special Election-Proposition 1 Maintenance and Operation Levy","Approved","","8","100","Fire"
"Adams","FIRE DISTRICT 4 Special Election-Proposition 1 Maintenance and Operation Levy","Rejected","","0","0","Fire"
"Adams","WASHTUCNA PARK AND RECREATION 2 Special Election Proposition 1  Maintenance and Operation Levy ","Approved","","95","60.8974","Park and Recreation"
"Adams","WASHTUCNA PARK AND RECREATION 2 Special Election Proposition 1  Maintenance and Operation Levy ","Rejected","","61","39.1026","Park and Recreation"
"Adams","CEMETERY DISTRICT 1 Special Election Proposition 1 Maintenance and Operation Levy","Approved","","124","77.0186","Cemetery"
"Adams","CEMETERY DISTRICT 1 Special Election Proposition 1 Maintenance and Operation Levy","Rejected","","37","22.9814","Cemetery"
"Asotin","State Measures Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.","Yes","","2318","25.4362","State Executive"
"Asotin","State Measures Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.","No","","6795","74.5638","State Executive"
"Asotin","State Measures Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ","Yes","","5821","64.0797","State Executive"
"Asotin","State Measures Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ","No","","3263","35.9203","State Executive"
"Asotin","State Measures Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.","Yes","","3944","43.1132","State Executive"
"Asotin","State Measures Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.","No","","5204","56.8868","State Executive"
"Asotin","State Measures Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.","Yes","","4703","51.9669","State Executive"
"Asotin","State Measures Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.","No","","4347","48.0331","State Executive"
"Asotin","Advisory Votes Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269","Repealed","","6072","70.156","State Executive"
"Asotin","Advisory Votes Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269","Maintained","","2583","29.844","State Executive"
"Asotin","United States U.S. Senator","Maria Cantwell","(Prefers Democratic Party)","3809","41.825","Federal"
"Asotin","United States U.S. Senator","Susan Hutchison","(Prefers Republican Party)","5298","58.175","Federal"
"Asotin","Congressional District 5 U.S. Representative","Cathy McMorris Rodgers","(Prefers Republican Party)","5527","60.7563","Congressional"
"Asotin","Congressional District 5 U.S. Representative","Lisa Brown","(Prefers Democratic Party)","3570","39.2437","Congressional"
"Asotin","Legislative District 9 State Representative Pos. 1","Mary Dye","(Prefers Republican Party)","5816","64.5577","Legislative"
"Asotin","Legislative District 9 State Representative Pos. 1","Jenn Goulet","(Prefers Democratic Party)","3193","35.4423","Legislative"
"Asotin","Legislative District 9 State Representative Pos. 2","Joe Schmick","(Prefers GOP Party)","5386","60.4897","Legislative"
"Asotin","Legislative District 9 State Representative Pos. 2","Matthew Sutherland","(Prefers Democratic Party)","3518","39.5103","Legislative"
"Asotin","COUNTYWIDE COUNTY ASSESSOR","Jenny L. Rynearson","(Prefers Republican Party)","6920","100","County"
"Asotin","COUNTYWIDE COUNTY AUDITOR","Darla McKay","(States No Party Preference)","7074","100","County"
"Asotin","COUNTYWIDE COUNTY CLERK","McKenzie A. Kelley","(States No Party Preference)","6927","100","County"
"Asotin","COUNTYWIDE COUNTY COMMISSIONER 3","James Jeffords","(Prefers Republican Party)","6671","100","County"
"Asotin","COUNTYWIDE COUNTY PROSECUTOR","Benjamin C. Nichols","(States No Party Preference)","6903","100","County"
"Asotin","COUNTYWIDE COUNTY SHERIFF","John Hilderbrand","(States No Party Preference)","7199","100","County"
"Asotin","COUNTYWIDE COUNTY TREASURER","Holly K Steiner","(States No Party Preference)","6844","100","County"
"Asotin","COUNTYWIDE DISTRICT COURT JUDGE","Tina L. Kernan","","6717","100","County"
"Asotin","Supreme Court Justice Position 2","Susan Owens","","6630","100","Judicial"
"Asotin","Supreme Court Justice Position 8","Nathan Choi","","2909","39.5836","Judicial"
"Asotin","Supreme Court Justice Position 8","Steve Gonzalez","","4440","60.4164","Judicial"
"Asotin","Supreme Court Justice Position 9","Sheryl Gordon McCloud","","6463","100","Judicial"
"Asotin","CITY OF ASOTIN Levy for Retention of Basic Fire, Police, and other services. Levy for Retention of Basic Fire, Police, and other services.","Yes","","194","37.2361","City/Town"
"Asotin","CITY OF ASOTIN Levy for Retention of Basic Fire, Police, and other services. Levy for Retention of Basic Fire, Police, and other services.","No","","327","62.7639","City/Town"
"Asotin","CITY OF CLARKSTON Emergency Medical Services Excess Tax Levy City of Clarkston Emergency Medical Services Excess Tax Levy","Yes, Levy","","1497","67.4628","City/Town"
"Asotin","CITY OF CLARKSTON Emergency Medical Services Excess Tax Levy City of Clarkston Emergency Medical Services Excess Tax Levy","No, Levy","","722","32.5372","City/Town"
"Asotin","SCHOOL DISTRICT 420 Capital Levy &amp; Instructional Technology, Safety and Facility Improvements Asotin-Anatone School District No. 420 Capital Levy ","Yes, Levy","","948","57.281","School"
"Asotin","SCHOOL DISTRICT 420 Capital Levy &amp; Instructional Technology, Safety and Facility Improvements Asotin-Anatone School District No. 420 Capital Levy ","No, Levy","","707","42.719","School"
"Asotin","PUBLIC UTILITY DISTRICT PUBLIC UTILITY COMMISSIONER 2","Stephen (Steve) Becker","","3089","43.4642","Public Utility"
"Asotin","PUBLIC UTILITY DISTRICT PUBLIC UTILITY COMMISSIONER 2","Don Nuxoll","","4018","56.5358","Public Utility"
"Asotin","PUBLIC UTILITY DISTRICT PUBLIC UTILITY COMMISSIONER 3","Janet Hicks","","3109","43.4825","Public Utility"
"Asotin","PUBLIC UTILITY DISTRICT PUBLIC UTILITY COMMISSIONER 3","Greg McCall","","4041","56.5175","Public Utility"
"Benton","State Measures Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.","Yes","","18788","24.9937","State Executive"
"Benton","State Measures Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.","No","","56383","75.0063","State Executive"
"Benton","State Measures Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ","Yes","","49121","65.3787","State Executive"
"Benton","State Measures Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ","No","","26012","34.6213","State Executive"
"Benton","State Measures Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.","Yes","","29438","39.1364","State Executive"
"Benton","State Measures Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.","No","","45781","60.8636","State Executive"
"Benton","State Measures Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.","Yes","","33042","44.2744","State Executive"
"Benton","State Measures Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.","No","","41588","55.7256","State Executive"
"Benton","Advisory Votes Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269","Repealed","","50249","70.8061","State Executive"
"Benton","Advisory Votes Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269","Maintained","","20718","29.1939","State Executive"
"Benton","United States U.S. Senator","Maria Cantwell","(Prefers Democratic Party)","28187","37.5201","Federal"
"Benton","United States U.S. Senator","Susan Hutchison","(Prefers Republican Party)","46938","62.4799","Federal"
"Benton","Congressional District 4 U.S. Representative","Dan Newhouse","(Prefers Republican Party)","46618","62.2345","Congressional"
"Benton","Congressional District 4 U.S. Representative","Christine Brown","(Prefers Democratic Party)","28289","37.7655","Congressional"
"Benton","Legislative District 8 State Senator","Sharon Raye Brown","(Prefers Republican Party)","39960","67.5525","Legislative"
"Benton","Legislative District 8 State Senator","Leo Perales","(Prefers Democrat Party)","19194","32.4475","Legislative"
"Benton","Legislative District 8 State Representative Pos. 1","Brad Klippert","(Prefers Republican Party)","38570","65.2799","Legislative"
"Benton","Legislative District 8 State Representative Pos. 1","Shir Regev","(Prefers Democratic Party)","20514","34.7201","Legislative"
"Benton","Legislative District 8 State Representative Pos. 2","Matt Boehnke","(Prefers Republican Party)","38817","66.3051","Legislative"
"Benton","Legislative District 8 State Representative Pos. 2","Christopher Tracy","(Prefers Democratic Party)","19726","33.6949","Legislative"
"Benton","Legislative District 16 State Representative Pos. 1","William 'Bill' Jenkin","(Prefers Republican Party)","11091","73.9203","Legislative"
"Benton","Legislative District 16 State Representative Pos. 1","Everett Maroon","(Prefers Democratic Party)","3913","26.0797","Legislative"
"Benton","Legislative District 16 State Representative Pos. 2","Rebecca Francik","(Prefers Democratic Party)","4685","31.3609","Legislative"
"Benton","Legislative District 16 State Representative Pos. 2","Skyler Rude","(Prefers Republican Party)","10254","68.6391","Legislative"
"Benton","Benton County Assessor","Bill Spencer","(Prefers Republican Party)","55770","100","County"
"Benton","Benton County Auditor","Brenda Chilton","(Prefers Republican Party)","56574","100","County"
"Benton","Benton County Clerk","Josie Delvin","(Prefers Republican Party)","55205","100","County"
"Benton","Benton County Commissioner District #2","Shon Small ","(Prefers Republican Party)","37827","57.6596","County"
"Benton","Benton County Commissioner District #2","Lori Sanders","(Prefers Republican Party)","27777","42.3404","County"
"Benton","Benton County Coroner","William 'Bill' Leach","(Prefers Republican Party)","37985","58.7376","County"
"Benton","Benton County Coroner","Jamie Raebel","(Prefers Republican Party)","26684","41.2624","County"
"Benton","Benton County Prosecuting Attorney","Andy Miller","(Prefers Democratic Party)","50959","100","County"
"Benton","Benton County Sheriff","Jerry Hatcher","(Prefers Republican Party)","55745","100","County"
"Benton","Benton County Treasurer","Ken Spencer","(Prefers Republican Party)","54790","100","County"
"Benton","Benton County District Court Judge 1","Talesha &quot;Tali&quot; Sams","","21694","34.5281","County"
"Benton","Benton County District Court Judge 1","Terry M. Tanner","","41136","65.4719","County"
"Benton","Benton County District Court Judge 2","Steve Osborne","","50036","100","County"
"Benton","Benton County District Court Judge 3","Dan Kathren","","48426","100","County"
"Benton","Benton County District Court Judge 4","John S. Ziobro","","48003","100","County"
"Benton","Benton County District Court Judge 5","Katy Butler (Rapacz)","","47511","100","County"
"Benton","Supreme Court Justice Position 2","Susan Owens","","50925","100","Judicial"
"Benton","Supreme Court Justice Position 8","Nathan Choi","","26742","43.1615","Judicial"
"Benton","Supreme Court Justice Position 8","Steve Gonzalez","","35216","56.8385","Judicial"
"Benton","Supreme Court Justice Position 9","Sheryl Gordon McCloud","","49038","100","Judicial"
"Benton","Benton, Franklin Superior Court Judge Position 5","Sam Swanberg","","50423","100","Judicial"
"Benton","Benton County PUD Commissioner Pos. 3","Barry Bush","","30803","74.2778","Public Utility"
"Benton","Benton County PUD Commissioner Pos. 3","Bob Bertsch","","10667","25.7222","Public Utility"
"Chelan","State Measures Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.","Yes","","11048","32.8947","State Executive"
"Chelan","State Measures Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.","No","","22538","67.1053","State Executive"
"Chelan","State Measures Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ","Yes","","19773","59.2112","State Executive"
"Chelan","State Measures Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ","No","","13621","40.7888","State Executive"
"Chelan","State Measures Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.","Yes","","15255","45.2094","State Executive"
"Chelan","State Measures Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.","No","","18488","54.7906","State Executive"
"Chelan","State Measures Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.","Yes","","16797","50.1553","State Executive"
"Chelan","State Measures Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.","No","","16693","49.8447","State Executive"
"Chelan","Advisory Votes Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269","Repealed","","20276","64.0652","State Executive"
"Chelan","Advisory Votes Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269","Maintained","","11373","35.9348","State Executive"
"Chelan","United States U.S. Senator","Maria Cantwell","(Prefers Democratic Party)","14787","44.0588","Federal"
"Chelan","United States U.S. Senator","Susan Hutchison","(Prefers Republican Party)","18775","55.9412","Federal"
"Chelan","Congressional District 8 U.S. Representative","Dino Rossi","(Prefers GOP Party)","17869","54.5252","Congressional"
"Chelan","Congressional District 8 U.S. Representative","Kim Schrier","(Prefers Democratic Party)","14903","45.4748","Congressional"
"Chelan","Legislative District 12 State Representative Pos. 1","Keith Goehner","(Prefers Republican Party)","18403","55.5898","Legislative"
"Chelan","Legislative District 12 State Representative Pos. 1","Ann Diamond","(States No Party Preference)","14702","44.4102","Legislative"
"Chelan","Legislative District 12 State Representative Pos. 2","Mike Steele","(Prefers Republican Party)","20862","63.2872","Legislative"
"Chelan","Legislative District 12 State Representative Pos. 2","Valerie Sarratt","(Prefers Democratic Party)","12102","36.7128","Legislative"
"Chelan","CHELAN COUNTY ASSESSOR","Deanna Walter","(Prefers Republican Party)","19338","62.1921","County"
"Chelan","CHELAN COUNTY ASSESSOR","Kevin Ohme ","(States No Party Preference)","11756","37.8079","County"
"Chelan","CHELAN COUNTY AUDITOR","Skip Moore","(Prefers Republican Party)","23585","100","County"
"Chelan","CHELAN COUNTY CLERK","Kim Morrison","(Prefers Republican Party)","23191","100","County"
"Chelan","CHELAN COUNTY COMMISSIONER 2","Shon D. Smith","(Prefers Republican Party)","15629","49.1973","County"
"Chelan","CHELAN COUNTY COMMISSIONER 2","Bob Bugert","(States No Party Preference)","16139","50.8027","County"
"Chelan","CHELAN COUNTY CORONER","Wayne E. Harris ","(Prefers Republican Party)","23027","100","County"
"Chelan","CHELAN COUNTY PROSECUTING ATTORNEY","Douglas J. Shae","(Prefers Republican Party)","22502","100","County"
"Chelan","CHELAN COUNTY SHERIFF","Brian Burnett","(Prefers Republican Party)","20693","64.414","County"
"Chelan","CHELAN COUNTY SHERIFF","Jennifer Tyler","(States No Party Preference)","11432","35.586","County"
"Chelan","CHELAN COUNTY TREASURER","David E. Griffiths","(Prefers Republican Party)","22849","100","County"
"Chelan","CHELAN COUNTY DISTRICT COURT JUDGE #01","Roy S. Fore ","","20053","100","County"
"Chelan","CHELAN COUNTY DISTRICT COURT JUDGE #02","Allen F. Blackmon","","11706","43.7804","County"
"Chelan","CHELAN COUNTY DISTRICT COURT JUDGE #02","Kyle Mott","","15032","56.2196","County"
"Chelan","Supreme Court Justice Position 2","Susan Owens","","21852","100","Judicial"
"Chelan","Supreme Court Justice Position 8","Nathan Choi","","10111","38.1691","Judicial"
"Chelan","Supreme Court Justice Position 8","Steve Gonzalez","","16379","61.8309","Judicial"
"Chelan","Supreme Court Justice Position 9","Sheryl Gordon McCloud","","21021","100","Judicial"
"Chelan","Court of Appeals, Division 3, District 3 Judge Position 2","Rob Lawrence-Berrey","","20380","100","Judicial"
"Chelan","Chelan Superior Court Judge Position 2","Travis Brandt","","20827","73.4587","Judicial"
"Chelan","Chelan Superior Court Judge Position 2","Robert McSeveney","","7525","26.5413","Judicial"
"Chelan","Chelan Superior Court Judge Position 3","Kristin Ferrera","","20850","69.1405","Judicial"
"Chelan","Chelan Superior Court Judge Position 3","Charles R Steinberg","","9306","30.8595","Judicial"
"Chelan","UPPER VALLEY PARK AND REC DIST PROPOSITION NO. 1 OUTDOOR POOL MAINTENANCE AND OPERATIONS LEVY ","YES","","2249","63.892","Park and Recreation"
"Chelan","UPPER VALLEY PARK AND REC DIST PROPOSITION NO. 1 OUTDOOR POOL MAINTENANCE AND OPERATIONS LEVY ","NO","","1271","36.108","Park and Recreation"
"Chelan","PUD ALL PUBLIC UTILITY DIST COMMISSIONER 2","Randy Smith","","16932","63.6135","Public Utility"
"Chelan","PUD ALL PUBLIC UTILITY DIST COMMISSIONER 2","Daryn Klinginsmith","","9685","36.3865","Public Utility"
"Chelan","PUD ALL PUBLIC UTILITY DIST COMMISSIONER B","Dennis Bolz","","20964","100","Public Utility"
"Chelan","Mosquito Control District # 3 Annex Proposition 1 Annexation","YES","","7","63.6364","Other"
"Chelan","Mosquito Control District # 3 Annex Proposition 1 Annexation","NO","","4","36.3636","Other"
"Chelan","Mosquito Control District # 3 Annex Proposition 2 Benefit Assessment District Tax","YES","","7","63.6364","Other"
"Chelan","Mosquito Control District # 3 Annex Proposition 2 Benefit Assessment District Tax","NO","","4","36.3636","Other"
"Chelan","Mosquito Control District #2 Petition M Annex Proposition 1 Petition &#39;M&#39; Annex","Yes","","5","100","Other"
"Chelan","Mosquito Control District #2 Petition M Annex Proposition 1 Petition &#39;M&#39; Annex","No","","0","0","Other"
"Chelan","Mosquito Control District #2 Petition T Annex Proposition 1 Petition &#39;T&#39; Annex","Yes","","44","72.1311","Other"
"Chelan","Mosquito Control District #2 Petition T Annex Proposition 1 Petition &#39;T&#39; Annex","No","","17","27.8689","Other"
"Clallam","State Measures Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.","Yes","","15135","38.2149","State Executive"
"Clallam","State Measures Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.","No","","24470","61.7851","State Executive"
"Clallam","State Measures Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ","Yes","","23264","59.1267","State Executive"
"Clallam","State Measures Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ","No","","16082","40.8733","State Executive"
"Clallam","State Measures Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.","Yes","","19937","50.1787","State Executive"
"Clallam","State Measures Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.","No","","19795","49.8213","State Executive"
"Clallam","State Measures Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.","Yes","","21299","53.9817","State Executive"
"Clallam","State Measures Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.","No","","18157","46.0183","State Executive"
"Clallam","Advisory Votes Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269","Repealed","","21441","57.8299","State Executive"
"Clallam","Advisory Votes Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269","Maintained","","15635","42.1701","State Executive"
"Clallam","United States U.S. Senator","Maria Cantwell","(Prefers Democratic Party)","20036","50.6727","Federal"
"Clallam","United States U.S. Senator","Susan Hutchison","(Prefers Republican Party)","19504","49.3273","Federal"
"Clallam","Congressional District 6 U.S. Representative","Derek Kilmer","(Prefers Democratic Party)","22633","57.7608","Congressional"
"Clallam","Congressional District 6 U.S. Representative","Douglas Dightman","(Prefers Republican Party)","16551","42.2392","Congressional"
"Clallam","Legislative District 24 State Representative Pos. 1","Mike Chapman","(Prefers Democratic Party)","21595","55.1244","Legislative"
"Clallam","Legislative District 24 State Representative Pos. 1","Jodi Wilke","(Prefers Republican Party)","17580","44.8756","Legislative"
"Clallam","Legislative District 24 State Representative Pos. 2","Steve Tharinger","(Prefers Democratic Party)","20212","51.6891","Legislative"
"Clallam","Legislative District 24 State Representative Pos. 2","Jim McEntire","(Prefers Republican Party)","18891","48.3109","Legislative"
"Clallam","COUNTYWIDE Assessor","Pamela Rushton","","26638","100","County"
"Clallam","COUNTYWIDE Auditor","Shoona Riggs","","27023","100","County"
"Clallam","COUNTYWIDE Director of Community Development","Julie Gardiner","","12537","37.8693","County"
"Clallam","COUNTYWIDE Director of Community Development","Mary Ellen Winborn","","20569","62.1307","County"
"Clallam","COUNTYWIDE Prosecuting Attorney","Mark Nichols","(Prefers Republican Party)","21493","57.8998","County"
"Clallam","COUNTYWIDE Prosecuting Attorney","Selinda Barkhuis","(States No Party Preference)","15628","42.1002","County"
"Clallam","COUNTYWIDE Sheriff","James (Jim) McLaughlin","","10356","28.8556","County"
"Clallam","COUNTYWIDE Sheriff","Bill Benedict","","25533","71.1444","County"
"Clallam","COUNTYWIDE Treasurer","Teresa Marchi","","26141","100","County"
"Clallam","COUNTY COMMISSIONER DIST 3 County Commissioner Dist. No. 3","Bill Peach","(Prefers Republican Party)","5288","53.4736","County"
"Clallam","COUNTY COMMISSIONER DIST 3 County Commissioner Dist. No. 3","Howard (Mike) Doherty, Jr.","(Prefers Democratic Party)","4601","46.5264","County"
"Clallam","Supreme Court Justice Position 2","Susan Owens","","25868","100","Judicial"
"Clallam","Supreme Court Justice Position 8","Nathan Choi","","10771","34.5557","Judicial"
"Clallam","Supreme Court Justice Position 8","Steve Gonzalez","","20399","65.4443","Judicial"
"Clallam","Supreme Court Justice Position 9","Sheryl Gordon McCloud","","24631","100","Judicial"
"Clallam","Court of Appeals, Division 2, District 2 Judge Position 2","Rebecca Glasgow","","24634","100","Judicial"
"Clallam","COURT DISTRICT 1 Judge - District Court 1","Dave Neupert","","16524","51.1136","Judicial"
"Clallam","COURT DISTRICT 1 Judge - District Court 1","Suzanne M.B. Hayden","","15804","48.8864","Judicial"
"Clallam","COURT DISTRICT 2 Judge - District Court 2","John Black","","1403","49.506","Judicial"
"Clallam","COURT DISTRICT 2 Judge - District Court 2","Erik Rohrer","","1431","50.494","Judicial"
"Clallam","PUBLIC UTILITY DIST 1 Commissioner District No. 3","Jim Waddell","","13014","50.6401","Public Utility"
"Clallam","PUBLIC UTILITY DIST 1 Commissioner District No. 3","Ted Simpson","","12685","49.3599","Public Utility"
"Clallam","CITY OF SEQUIM Proposition No. 1: RENEWAL OF SALES AND USE TAX LEVY FOR TRANSPORTATION IMPROVEMENT PROGRAM Renewal of Sales and Use Tax Levy for Transportation Improvement Program","Yes","","3213","77.8343","City/Town"
"Clallam","CITY OF SEQUIM Proposition No. 1: RENEWAL OF SALES AND USE TAX LEVY FOR TRANSPORTATION IMPROVEMENT PROGRAM Renewal of Sales and Use Tax Levy for Transportation Improvement Program","No","","915","22.1657","City/Town"
"Clallam","FIRE DISTRICT 3 Proposition No. 1: MULTIPLE YEAR LEVY LID LIFT Multiple Year Levy Lid Lift","Yes","","12311","60.3569","Fire"
"Clallam","FIRE DISTRICT 3 Proposition No. 1: MULTIPLE YEAR LEVY LID LIFT Multiple Year Levy Lid Lift","No","","8086","39.6431","Fire"
"Clallam","SEQUIM LIBRARY CAPITAL FACILITY AREA Proposition No. 1: ESTABLISHMENT OF SEQUIM LIBRARY CAPITAL FACILITY AREA Establishment of the Sequim Library Capital Facility Area","Yes","","12692","65.362","Library"
"Clallam","SEQUIM LIBRARY CAPITAL FACILITY AREA Proposition No. 1: ESTABLISHMENT OF SEQUIM LIBRARY CAPITAL FACILITY AREA Establishment of the Sequim Library Capital Facility Area","No","","6726","34.638","Library"
"Clallam","SEQUIM LIBRARY CAPITAL FACILITY AREA Proposition No. 2: FINANCING A LIBRARY IN THE SEQUIM LIBRARY CAPITAL FACILITY AREA Financing a New Library in the Sequim Library Capital Facility Area","Yes","","11434","58.684","Library"
"Clallam","SEQUIM LIBRARY CAPITAL FACILITY AREA Proposition No. 2: FINANCING A LIBRARY IN THE SEQUIM LIBRARY CAPITAL FACILITY AREA Financing a New Library in the Sequim Library Capital Facility Area","No","","8050","41.316","Library"
"Clark","State Measures Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.","Yes","","78935","40.7768","State Executive"
"Clark","State Measures Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.","No","","114643","59.2232","State Executive"
"Clark","State Measures Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ","Yes","","103625","53.8024","State Executive"
"Clark","State Measures Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ","No","","88978","46.1976","State Executive"
"Clark","State Measures Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.","Yes","","104953","54.0062","State Executive"
"Clark","State Measures Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.","No","","89382","45.9938","State Executive"
