"County","Race","Candidate","Party","Votes","PercentageOfTotalVotes","JurisdictionName"
"Columbia","United States President Democratic Party","Hillary Clinton ","","189","50.8065","United States"
"Columbia","United States President Democratic Party","Bernie Sanders","","183","49.1935","United States"
"Columbia","United States President Republican Party","Ben Carson","","39","4.4369","United States"
"Columbia","United States President Republican Party","Ted Cruz","","71","8.0774","United States"
"Columbia","United States President Republican Party","John R. Kasich","","62","7.0535","United States"
"Columbia","United States President Republican Party","Donald J. Trump","","707","80.4323","United States"
"Cowlitz","United States President Democratic Party","Hillary Clinton ","","6127","50.9903","United States"
"Cowlitz","United States President Democratic Party","Bernie Sanders","","5889","49.0097","United States"
"Cowlitz","United States President Republican Party","Ben Carson","","473","3.8641","United States"
"Cowlitz","United States President Republican Party","Ted Cruz","","1158","9.46","United States"
"Cowlitz","United States President Republican Party","John R. Kasich","","878","7.1726","United States"
"Cowlitz","United States President Republican Party","Donald J. Trump","","9732","79.5033","United States"
"Douglas","United States President Democratic Party","Hillary Clinton ","","1369","55.7865","United States"
"Douglas","United States President Democratic Party","Bernie Sanders","","1085","44.2135","United States"
"Douglas","United States President Republican Party","Ben Carson","","176","3.4948","United States"
"Douglas","United States President Republican Party","Ted Cruz","","457","9.0747","United States"
"Douglas","United States President Republican Party","John R. Kasich","","344","6.8308","United States"
"Douglas","United States President Republican Party","Donald J. Trump","","4059","80.5997","United States"
"Ferry","United States President Democratic Party","Hillary Clinton ","","299","39.2388","United States"
"Ferry","United States President Democratic Party","Bernie Sanders","","463","60.7612","United States"
"Ferry","United States President Republican Party","Ben Carson","","74","5.7143","United States"
"Ferry","United States President Republican Party","Ted Cruz","","110","8.4942","United States"
"Ferry","United States President Republican Party","John R. Kasich","","65","5.0193","United States"
"Ferry","United States President Republican Party","Donald J. Trump","","1046","80.7722","United States"
"Franklin","United States President Democratic Party","Hillary Clinton ","","2054","53.2262","United States"
"Franklin","United States President Democratic Party","Bernie Sanders","","1805","46.7738","United States"
"Franklin","United States President Republican Party","Ben Carson","","301","4.7097","United States"
"Franklin","United States President Republican Party","Ted Cruz","","982","15.3654","United States"
"Franklin","United States President Republican Party","John R. Kasich","","370","5.7894","United States"
"Franklin","United States President Republican Party","Donald J. Trump","","4738","74.1355","United States"
"Garfield","United States President Democratic Party","Hillary Clinton ","","94","50.2674","United States"
"Garfield","United States President Democratic Party","Bernie Sanders","","93","49.7326","United States"
"Garfield","United States President Republican Party","Ben Carson","","19","4.0773","United States"
"Garfield","United States President Republican Party","Ted Cruz","","87","18.6695","United States"
"Garfield","United States President Republican Party","John R. Kasich","","39","8.3691","United States"
"Garfield","United States President Republican Party","Donald J. Trump","","321","68.8841","United States"
"Grant","United States President Democratic Party","Hillary Clinton ","","2377","53.2721","United States"
"Grant","United States President Democratic Party","Bernie Sanders","","2085","46.7279","United States"
"Grant","United States President Republican Party","Ben Carson","","460","4.6667","United States"
"Grant","United States President Republican Party","Ted Cruz","","931","9.4451","United States"
"Grant","United States President Republican Party","John R. Kasich","","496","5.032","United States"
"Grant","United States President Republican Party","Donald J. Trump","","7970","80.8562","United States"
"Grays Harbor","United States President Democratic Party","Hillary Clinton ","","3652","50.2892","United States"
"Grays Harbor","United States President Democratic Party","Bernie Sanders","","3610","49.7108","United States"
"Grays Harbor","United States President Republican Party","Ben Carson","","229","3.5047","United States"
"Grays Harbor","United States President Republican Party","Ted Cruz","","413","6.3208","United States"
"Grays Harbor","United States President Republican Party","John R. Kasich","","384","5.877","United States"
"Grays Harbor","United States President Republican Party","Donald J. Trump","","5508","84.2975","United States"
"Island","United States President Democratic Party","Hillary Clinton ","","6518","52.4039","United States"
"Island","United States President Democratic Party","Bernie Sanders","","5920","47.5961","United States"
"Island","United States President Republican Party","Ben Carson","","403","3.681","United States"
"Island","United States President Republican Party","Ted Cruz","","1558","14.2309","United States"
"Island","United States President Republican Party","John R. Kasich","","1458","13.3175","United States"
"Island","United States President Republican Party","Donald J. Trump","","7529","68.7706","United States"
"Jefferson","United States President Democratic Party","Hillary Clinton ","","3859","45.2244","United States"
"Jefferson","United States President Democratic Party","Bernie Sanders","","4674","54.7756","United States"
"Jefferson","United States President Republican Party","Ben Carson","","139","3.9366","United States"
"Jefferson","United States President Republican Party","Ted Cruz","","247","6.9952","United States"
"Jefferson","United States President Republican Party","John R. Kasich","","439","12.4327","United States"
"Jefferson","United States President Republican Party","Donald J. Trump","","2706","76.6355","United States"
"King","United States President Democratic Party","Hillary Clinton ","","160699","57.3659","United States"
"King","United States President Democratic Party","Bernie Sanders","","119431","42.6341","United States"
"King","United States President Republican Party","Ben Carson","","3488","3.271","United States"
"King","United States President Republican Party","Ted Cruz","","11237","10.5379","United States"
"King","United States President Republican Party","John R. Kasich","","16464","15.4397","United States"
"King","United States President Republican Party","Donald J. Trump","","75445","70.7514","United States"
"Kitsap","United States President Democratic Party","Hillary Clinton ","","16661","50.2246","United States"
"Kitsap","United States President Democratic Party","Bernie Sanders","","16512","49.7754","United States"
"Kitsap","United States President Republican Party","Ben Carson","","1078","4.4047","United States"
"Kitsap","United States President Republican Party","Ted Cruz","","2835","11.5837","United States"
"Kitsap","United States President Republican Party","John R. Kasich","","2631","10.7502","United States"
"Kitsap","United States President Republican Party","Donald J. Trump","","17930","73.2614","United States"
"Kittitas","United States President Democratic Party","Hillary Clinton ","","1687","47.2417","United States"
"Kittitas","United States President Democratic Party","Bernie Sanders","","1884","52.7583","United States"
"Kittitas","United States President Republican Party","Ben Carson","","163","3.3286","United States"
"Kittitas","United States President Republican Party","Ted Cruz","","377","7.6986","United States"
"Kittitas","United States President Republican Party","John R. Kasich","","330","6.7388","United States"
"Kittitas","United States President Republican Party","Donald J. Trump","","4027","82.234","United States"
"Klickitat","United States President Democratic Party","Hillary Clinton ","","1228","43.8728","United States"
"Klickitat","United States President Democratic Party","Bernie Sanders","","1571","56.1272","United States"
"Klickitat","United States President Republican Party","Ben Carson","","149","4.2571","United States"
"Klickitat","United States President Republican Party","Ted Cruz","","348","9.9429","United States"
"Klickitat","United States President Republican Party","John R. Kasich","","246","7.0286","United States"
"Klickitat","United States President Republican Party","Donald J. Trump","","2757","78.7714","United States"
"Lewis","United States President Democratic Party","Hillary Clinton ","","2771","45.5682","United States"
"Lewis","United States President Democratic Party","Bernie Sanders","","3310","54.4318","United States"
"Lewis","United States President Republican Party","Ben Carson","","426","3.7709","United States"
"Lewis","United States President Republican Party","Ted Cruz","","1018","9.0112","United States"
"Lewis","United States President Republican Party","John R. Kasich","","599","5.3023","United States"
"Lewis","United States President Republican Party","Donald J. Trump","","9254","81.9156","United States"
"Lincoln","United States President Democratic Party","Hillary Clinton ","","426","53.8559","United States"
"Lincoln","United States President Democratic Party","Bernie Sanders","","365","46.1441","United States"
"Lincoln","United States President Republican Party","Ben Carson","","118","5.0666","United States"
"Lincoln","United States President Republican Party","Ted Cruz","","254","10.906","United States"
"Lincoln","United States President Republican Party","John R. Kasich","","141","6.0541","United States"
"Lincoln","United States President Republican Party","Donald J. Trump","","1816","77.9734","United States"
"Mason","United States President Democratic Party","Hillary Clinton ","","3768","50.0332","United States"
"Mason","United States President Democratic Party","Bernie Sanders","","3763","49.9668","United States"
"Mason","United States President Republican Party","Ben Carson","","241","3.3584","United States"
"Mason","United States President Republican Party","Ted Cruz","","716","9.9777","United States"
"Mason","United States President Republican Party","John R. Kasich","","513","7.1488","United States"
"Mason","United States President Republican Party","Donald J. Trump","","5706","79.5151","United States"
"Okanogan","United States President Democratic Party","Hillary Clinton ","","1618","42.6688","United States"
"Okanogan","United States President Democratic Party","Bernie Sanders","","2174","57.3312","United States"
"Okanogan","United States President Republican Party","Ben Carson","","209","3.9434","United States"
"Okanogan","United States President Republican Party","Ted Cruz","","437","8.2453","United States"
"Okanogan","United States President Republican Party","John R. Kasich","","298","5.6226","United States"
"Okanogan","United States President Republican Party","Donald J. Trump","","4356","82.1887","United States"
"Pacific","United States President Democratic Party","Hillary Clinton ","","1600","50.923","United States"
"Pacific","United States President Democratic Party","Bernie Sanders","","1542","49.077","United States"
"Pacific","United States President Republican Party","Ben Carson","","98","3.355","United States"
"Pacific","United States President Republican Party","Ted Cruz","","235","8.0452","United States"
"Pacific","United States President Republican Party","John R. Kasich","","187","6.4019","United States"
"Pacific","United States President Republican Party","Donald J. Trump","","2401","82.1979","United States"
"Pend Oreille","United States President Democratic Party","Hillary Clinton ","","672","46.281","United States"
"Pend Oreille","United States President Democratic Party","Bernie Sanders","","780","53.719","United States"
"Pend Oreille","United States President Republican Party","Ben Carson","","109","4.4219","United States"
"Pend Oreille","United States President Republican Party","Ted Cruz","","239","9.6957","United States"
"Pend Oreille","United States President Republican Party","John R. Kasich","","116","4.7059","United States"
"Pend Oreille","United States President Republican Party","Donald J. Trump","","2001","81.1765","United States"
"Pierce","United States President Democratic Party","Hillary Clinton ","","41435","53.5966","United States"
"Pierce","United States President Democratic Party","Bernie Sanders","","35874","46.4034","United States"
"Pierce","United States President Republican Party","Ben Carson","","2570","3.8763","United States"
"Pierce","United States President Republican Party","Ted Cruz","","7167","10.8098","United States"
"Pierce","United States President Republican Party","John R. Kasich","","6130","9.2457","United States"
"Pierce","United States President Republican Party","Donald J. Trump","","50434","76.0682","United States"
"San Juan","United States President Democratic Party","Hillary Clinton ","","1860","40.5317","United States"
"San Juan","United States President Democratic Party","Bernie Sanders","","2729","59.4683","United States"
"San Juan","United States President Republican Party","Ben Carson","","58","3.3819","United States"
"San Juan","United States President Republican Party","Ted Cruz","","170","9.9125","United States"
"San Juan","United States President Republican Party","John R. Kasich","","274","15.9767","United States"
"San Juan","United States President Republican Party","Donald J. Trump","","1213","70.7289","United States"
"Skagit","United States President Democratic Party","Hillary Clinton ","","7397","48.4795","United States"
"Skagit","United States President Democratic Party","Bernie Sanders","","7861","51.5205","United States"
"Skagit","United States President Republican Party","Ben Carson","","478","3.7239","United States"
"Skagit","United States President Republican Party","Ted Cruz","","1178","9.1773","United States"
"Skagit","United States President Republican Party","John R. Kasich","","1143","8.9046","United States"
"Skagit","United States President Republican Party","Donald J. Trump","","10037","78.1941","United States"
"Skamania","United States President Democratic Party","Hillary Clinton ","","603","41.4718","United States"
"Skamania","United States President Democratic Party","Bernie Sanders","","851","58.5282","United States"
"Skamania","United States President Republican Party","Ben Carson","","56","3.5354","United States"
"Skamania","United States President Republican Party","Ted Cruz","","134","8.4596","United States"
"Skamania","United States President Republican Party","John R. Kasich","","109","6.8813","United States"
"Skamania","United States President Republican Party","Donald J. Trump","","1285","81.1237","United States"
"Snohomish","United States President Democratic Party","Hillary Clinton ","","42135","51.0789","United States"
"Snohomish","United States President Democratic Party","Bernie Sanders","","40355","48.9211","United States"
"Snohomish","United States President Republican Party","Ben Carson","","2314","4.0054","United States"
"Snohomish","United States President Republican Party","Ted Cruz","","6639","11.4917","United States"
"Snohomish","United States President Republican Party","John R. Kasich","","5660","9.7971","United States"
"Snohomish","United States President Republican Party","Donald J. Trump","","43159","74.7057","United States"
"Spokane","United States President Democratic Party","Hillary Clinton ","","25111","49.3233","United States"
"Spokane","United States President Democratic Party","Bernie Sanders","","25800","50.6767","United States"
"Spokane","United States President Republican Party","Ben Carson","","2598","4.6048","United States"
"Spokane","United States President Republican Party","Ted Cruz","","7081","12.5507","United States"
"Spokane","United States President Republican Party","John R. Kasich","","4805","8.5166","United States"
"Spokane","United States President Republican Party","Donald J. Trump","","41935","74.3278","United States"
"Stevens","United States President Democratic Party","Hillary Clinton ","","1753","45.5917","United States"
"Stevens","United States President Democratic Party","Bernie Sanders","","2092","54.4083","United States"
"Stevens","United States President Republican Party","Ben Carson","","371","4.6346","United States"
"Stevens","United States President Republican Party","Ted Cruz","","859","10.7308","United States"
"Stevens","United States President Republican Party","John R. Kasich","","363","4.5347","United States"
"Stevens","United States President Republican Party","Donald J. Trump","","6412","80.0999","United States"
"Thurston","United States President Democratic Party","Hillary Clinton ","","16809","48.2809","United States"
"Thurston","United States President Democratic Party","Bernie Sanders","","18006","51.7191","United States"
"Thurston","United States President Republican Party","Ben Carson","","867","3.7511","United States"
"Thurston","United States President Republican Party","Ted Cruz","","2395","10.3621","United States"
"Thurston","United States President Republican Party","John R. Kasich","","2496","10.7991","United States"
"Thurston","United States President Republican Party","Donald J. Trump","","17355","75.0876","United States"
"Wahkiakum","United States President Democratic Party","Hillary Clinton ","","302","47.6341","United States"
"Wahkiakum","United States President Democratic Party","Bernie Sanders","","332","52.3659","United States"
"Wahkiakum","United States President Republican Party","Ben Carson","","16","2.1108","United States"
"Wahkiakum","United States President Republican Party","Ted Cruz","","50","6.5963","United States"
"Wahkiakum","United States President Republican Party","John R. Kasich","","59","7.7836","United States"
"Wahkiakum","United States President Republican Party","Donald J. Trump","","633","83.5092","United States"
"Walla Walla","United States President Democratic Party","Hillary Clinton ","","2485","48.6206","United States"
"Walla Walla","United States President Democratic Party","Bernie Sanders","","2626","51.3794","United States"
"Walla Walla","United States President Republican Party","Ben Carson","","462","6.198","United States"
"Walla Walla","United States President Republican Party","Ted Cruz","","648","8.6933","United States"
"Walla Walla","United States President Republican Party","John R. Kasich","","667","8.9482","United States"
"Walla Walla","United States President Republican Party","Donald J. Trump","","5677","76.1605","United States"
"Whatcom","United States President Democratic Party","Hillary Clinton ","","12306","39.9196","United States"
"Whatcom","United States President Democratic Party","Bernie Sanders","","18521","60.0804","United States"
"Whatcom","United States President Republican Party","Ben Carson","","915","4.0021","United States"
"Whatcom","United States President Republican Party","Ted Cruz","","3092","13.524","United States"
"Whatcom","United States President Republican Party","John R. Kasich","","1601","7.0026","United States"
"Whatcom","United States President Republican Party","Donald J. Trump","","17255","75.4713","United States"
"Whitman","United States President Democratic Party","Hillary Clinton ","","1718","45.5099","United States"
"Whitman","United States President Democratic Party","Bernie Sanders","","2057","54.4901","United States"
"Whitman","United States President Republican Party","Ben Carson","","265","6.7637","United States"
"Whitman","United States President Republican Party","Ted Cruz","","519","13.2466","United States"
"Whitman","United States President Republican Party","John R. Kasich","","378","9.6478","United States"
"Whitman","United States President Republican Party","Donald J. Trump","","2756","70.342","United States"
"Yakima","United States President Democratic Party","Hillary Clinton ","","7590","54.6712","United States"
"Yakima","United States President Democratic Party","Bernie Sanders","","6293","45.3288","United States"
"Yakima","United States President Republican Party","Ben Carson","","803","3.9211","United States"
"Yakima","United States President Republican Party","Ted Cruz","","1616","7.891","United States"
"Yakima","United States President Republican Party","John R. Kasich","","1225","5.9817","United States"
"Yakima","United States President Republican Party","Donald J. Trump","","16835","82.2062","United States"
